replicate,arm,site,alpha,n_target,reason,certified,tau,coverage,n_answered,answered_err_rate,hard,numbedscategory,teachingstatus,region,aps_coverage,apv_coverage
4,apache-complete,hosp-164,0.1,109,bbse:bbse-misspecified,True,0.87,0.9174,100,0.06,False,<100,f,West,1.0,1.0
4,apache-complete,hosp-180,0.05,351,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,South,1.0,1.0
4,apache-complete,hosp-180,0.1,351,bbse:bbse-misspecified,True,0.87,0.8034,282,0.0106,False,100 - 249,f,South,1.0,1.0
4,apache-complete,hosp-203,0.05,104,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,,1.0,1.0
4,apache-complete,hosp-203,0.1,104,bbse:bbse-misspecified,True,0.87,0.8269,86,0.0698,False,100 - 249,f,,1.0,1.0
4,apache-complete,hosp-207,0.05,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
4,apache-complete,hosp-207,0.1,202,bbse:bbse-misspecified,True,0.87,0.8168,165,0.0667,False,<100,f,South,1.0,1.0
4,apache-complete,hosp-220,0.05,652,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,t,South,1.0,1.0
4,apache-complete,hosp-220,0.1,652,bbse:failsafe,True,0.87,0.7669,500,0.02,False,250 - 499,t,South,1.0,1.0
4,apache-complete,hosp-227,0.05,1108,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
4,apache-complete,hosp-227,0.1,1108,bbse:failsafe,True,0.87,0.8845,980,0.051,False,250 - 499,f,West,1.0,1.0
4,apache-complete,hosp-243,0.05,2403,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,South,1.0,1.0
4,apache-complete,hosp-243,0.1,2403,bbse:failsafe,True,0.87,0.7774,1868,0.0327,False,>= 500,f,South,1.0,1.0
4,apache-complete,hosp-248,0.05,1496,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
4,apache-complete,hosp-248,0.1,1496,bbse:failsafe,True,0.87,0.867,1297,0.0362,False,100 - 249,f,Midwest,1.0,1.0
4,apache-complete,hosp-251,0.05,278,baseline:failsafe|bbse:failsafe,False,,,0,,False,<100,f,Midwest,1.0,1.0
4,apache-complete,hosp-251,0.1,278,bbse:failsafe,True,0.87,0.8165,227,0.0088,False,<100,f,Midwest,1.0,1.0
4,apache-complete,hosp-252,0.05,2715,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,Midwest,1.0,1.0
4,apache-complete,hosp-252,0.1,2715,bbse:failsafe,True,0.87,0.8018,2177,0.0478,False,>= 500,t,Midwest,1.0,1.0
4,apache-complete,hosp-269,0.05,632,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,,1.0,1.0
4,apache-complete,hosp-269,0.1,632,bbse:failsafe,True,0.87,0.9066,573,0.0366,False,,f,,1.0,1.0
4,apache-complete,hosp-323,0.05,9,pool-too-small,False,,,0,,False,,f,,1.0,1.0
4,apache-complete,hosp-323,0.1,9,pool-too-small,False,,,0,,False,,f,,1.0,1.0
4,apache-complete,hosp-345,0.05,1568,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,South,1.0,1.0
4,apache-complete,hosp-345,0.1,1568,bbse:failsafe,True,0.87,0.8176,1282,0.0273,False,250 - 499,f,South,1.0,1.0
4,apache-complete,hosp-360,0.05,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
4,apache-complete,hosp-360,0.1,202,bbse:bbse-misspecified,True,0.87,0.8366,169,0.0769,False,100 - 249,f,Midwest,1.0,1.0
4,apache-complete,hosp-385,0.05,1,pool-too-small,False,,,0,,False,,f,,1.0,1.0
4,apache-complete,hosp-385,0.1,1,pool-too-small,False,,,0,,False,,f,,1.0,1.0
4,apache-complete,hosp-396,0.05,542,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
4,apache-complete,hosp-396,0.1,542,bbse:failsafe,True,0.87,0.7546,409,0.0293,False,100 - 249,f,West,1.0,1.0
4,apache-complete,hosp-400,0.05,1350,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
4,apache-complete,hosp-400,0.1,1350,bbse:failsafe,True,0.87,0.7896,1066,0.0666,False,250 - 499,f,West,1.0,1.0
4,apache-complete,hosp-402,0.05,375,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
4,apache-complete,hosp-402,0.1,375,bbse:bbse-misspecified,True,0.87,0.8053,302,0.0232,False,<100,f,West,1.0,1.0
4,apache-complete,hosp-413,0.05,1375,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,West,1.0,1.0
4,apache-complete,hosp-413,0.1,1375,bbse:bbse-misspecified,True,0.87,0.9018,1240,0.0258,False,,f,West,1.0,1.0
4,apache-complete,hosp-437,0.05,48,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
4,apache-complete,hosp-437,0.1,48,bbse:bbse-misspecified,True,0.87,0.7292,35,0.0571,False,<100,f,South,1.0,1.0
5,apache-complete,hosp-59,0.05,409,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
5,apache-complete,hosp-59,0.1,409,bbse:bbse-misspecified,True,0.81,0.9413,385,0.0156,False,<100,f,Midwest,1.0,1.0
5,apache-complete,hosp-120,0.05,91,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,South,1.0,1.0
5,apache-complete,hosp-120,0.1,91,bbse:bbse-misspecified,True,0.81,0.9341,85,0.0471,False,100 - 249,f,South,1.0,1.0
5,apache-complete,hosp-125,0.05,199,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
5,apache-complete,hosp-125,0.1,199,bbse:bbse-misspecified,True,0.81,0.9598,191,0.0262,False,<100,f,South,1.0,1.0
5,apache-complete,hosp-146,0.05,478,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
5,apache-complete,hosp-146,0.1,478,bbse:failsafe,True,0.81,0.8452,404,0.0569,False,250 - 499,f,West,1.0,1.0
5,apache-complete,hosp-171,0.05,808,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
5,apache-complete,hosp-171,0.1,808,bbse:failsafe,True,0.81,0.901,728,0.033,False,100 - 249,f,West,1.0,1.0
5,apache-complete,hosp-175,0.05,270,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
5,apache-complete,hosp-175,0.1,270,bbse:failsafe,True,0.81,0.8889,240,0.0375,False,100 - 249,f,West,1.0,1.0
5,apache-complete,hosp-197,0.05,1498,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,South,1.0,1.0
5,apache-complete,hosp-197,0.1,1498,bbse:failsafe,True,0.81,0.9092,1362,0.0352,False,,f,South,1.0,1.0
5,apache-complete,hosp-203,0.05,104,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,,1.0,1.0
5,apache-complete,hosp-203,0.1,104,bbse:bbse-misspecified,True,0.81,0.8846,92,0.0761,False,100 - 249,f,,1.0,1.0
5,apache-complete,hosp-209,0.05,99,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,,1.0,1.0
5,apache-complete,hosp-209,0.1,99,bbse:bbse-misspecified,True,0.81,0.8889,88,0.0227,False,,f,,1.0,1.0
5,apache-complete,hosp-226,0.05,751,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
5,apache-complete,hosp-226,0.1,751,bbse:failsafe,True,0.81,0.8642,649,0.0724,False,250 - 499,f,West,1.0,1.0
5,apache-complete,hosp-251,0.05,278,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
5,apache-complete,hosp-251,0.1,278,bbse:bbse-misspecified,True,0.81,0.9029,251,0.0319,False,<100,f,Midwest,1.0,1.0
5,apache-complete,hosp-254,0.05,324,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,Midwest,1.0,1.0
5,apache-complete,hosp-254,0.1,324,bbse:failsafe,True,0.81,0.8426,273,0.044,False,,f,Midwest,1.0,1.0
5,apache-complete,hosp-273,0.05,129,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
5,apache-complete,hosp-273,0.1,129,bbse:bbse-misspecified,True,0.81,0.4961,64,0.1875,True,100 - 249,f,Midwest,1.0,1.0
5,apache-complete,hosp-307,0.05,1552,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,South,1.0,1.0
5,apache-complete,hosp-307,0.1,1552,bbse:failsafe,True,0.81,0.8473,1315,0.0441,False,250 - 499,f,South,1.0,1.0
5,apache-complete,hosp-323,0.05,9,pool-too-small,False,,,0,,False,,f,,1.0,1.0
5,apache-complete,hosp-323,0.1,9,pool-too-small,False,,,0,,False,,f,,1.0,1.0
5,apache-complete,hosp-351,0.05,2,pool-too-small,False,,,0,,False,,f,,1.0,1.0
5,apache-complete,hosp-351,0.1,2,pool-too-small,False,,,0,,False,,f,,1.0,1.0
5,apache-complete,hosp-389,0.05,406,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
5,apache-complete,hosp-389,0.1,406,bbse:bbse-misspecified,True,0.81,0.9236,375,0.0427,False,<100,f,West,1.0,1.0
5,apache-complete,hosp-407,0.05,267,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,West,1.0,1.0
5,apache-complete,hosp-407,0.1,267,bbse:bbse-misspecified,True,0.81,0.9326,249,0.0402,False,100 - 249,f,West,1.0,1.0
5,apache-complete,hosp-420,0.05,3374,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,Northeast,1.0,1.0
5,apache-complete,hosp-420,0.1,3374,bbse:failsafe,True,0.81,0.8666,2924,0.0663,False,>= 500,t,Northeast,1.0,1.0
5,apache-complete,hosp-425,0.05,184,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Northeast,1.0,1.0
5,apache-complete,hosp-425,0.1,184,bbse:bbse-misspecified,True,0.81,0.9402,173,0.0347,False,100 - 249,f,Northeast,1.0,1.0
5,apache-complete,hosp-435,0.05,1232,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,South,1.0,1.0
5,apache-complete,hosp-435,0.1,1232,bbse:failsafe,True,0.81,0.8831,1088,0.0524,False,250 - 499,f,South,1.0,1.0
5,apache-complete,hosp-439,0.05,284,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
5,apache-complete,hosp-439,0.1,284,bbse:failsafe,True,0.81,0.8415,239,0.1213,False,100 - 249,f,South,1.0,1.0
5,apache-complete,hosp-440,0.05,1028,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,South,1.0,1.0
5,apache-complete,hosp-440,0.1,1028,bbse:failsafe,True,0.81,0.8473,871,0.0436,False,250 - 499,f,South,1.0,1.0
5,apache-complete,hosp-444,0.05,1210,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,Midwest,1.0,1.0
5,apache-complete,hosp-444,0.1,1210,bbse:failsafe,True,0.81,0.9455,1144,0.0428,False,,f,Midwest,1.0,1.0
6,apache-complete,hosp-59,0.05,409,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
6,apache-complete,hosp-59,0.1,409,bbse:bbse-misspecified,True,0.89,0.8606,352,0.0114,False,<100,f,Midwest,1.0,1.0
6,apache-complete,hosp-67,0.05,280,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,Midwest,1.0,1.0
6,apache-complete,hosp-67,0.1,280,bbse:failsafe,True,0.89,0.75,210,0.019,False,,f,Midwest,1.0,1.0
6,apache-complete,hosp-110,0.05,1494,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-110,0.1,1494,bbse:failsafe,True,0.89,0.8447,1262,0.0293,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-125,0.05,199,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
6,apache-complete,hosp-125,0.1,199,bbse:bbse-misspecified,True,0.89,0.8995,179,0.0168,False,<100,f,South,1.0,1.0
6,apache-complete,hosp-133,0.05,194,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,South,1.0,1.0
6,apache-complete,hosp-133,0.1,194,bbse:bbse-misspecified,True,0.89,0.9124,177,0.0113,False,,f,South,1.0,1.0
6,apache-complete,hosp-158,0.05,147,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
6,apache-complete,hosp-158,0.1,147,bbse:failsafe,True,0.89,0.7755,114,0.0175,False,100 - 249,f,West,1.0,1.0
6,apache-complete,hosp-182,0.05,263,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-182,0.1,263,bbse:bbse-misspecified,True,0.89,0.7148,188,0.0266,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-194,0.05,294,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-194,0.1,294,bbse:failsafe,True,0.89,0.8367,246,0.0244,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-196,0.05,316,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
6,apache-complete,hosp-196,0.1,316,bbse:bbse-misspecified,True,0.89,0.8576,271,0.0185,False,<100,f,South,1.0,1.0
6,apache-complete,hosp-207,0.05,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
6,apache-complete,hosp-207,0.1,202,bbse:bbse-misspecified,True,0.89,0.802,162,0.0679,False,<100,f,South,1.0,1.0
6,apache-complete,hosp-226,0.05,751,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
6,apache-complete,hosp-226,0.1,751,bbse:failsafe,True,0.89,0.7457,560,0.0411,False,250 - 499,f,West,1.0,1.0
6,apache-complete,hosp-227,0.05,1108,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
6,apache-complete,hosp-227,0.1,1108,bbse:failsafe,True,0.89,0.8421,933,0.0386,False,250 - 499,f,West,1.0,1.0
6,apache-complete,hosp-243,0.05,2403,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,South,1.0,1.0
6,apache-complete,hosp-243,0.1,2403,bbse:failsafe,True,0.89,0.7499,1802,0.03,False,>= 500,f,South,1.0,1.0
6,apache-complete,hosp-245,0.05,566,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-245,0.1,566,bbse:bbse-misspecified,True,0.89,0.8728,494,0.0121,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-256,0.05,564,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
6,apache-complete,hosp-256,0.1,564,bbse:bbse-misspecified,True,0.89,0.8262,466,0.0193,False,100 - 249,f,Midwest,1.0,1.0
6,apache-complete,hosp-258,0.05,292,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
6,apache-complete,hosp-258,0.1,292,bbse:bbse-misspecified,True,0.89,0.8356,244,0.0123,False,<100,f,Midwest,1.0,1.0
6,apache-complete,hosp-265,0.05,6,pool-too-small,False,,,0,,False,,f,Midwest,1.0,1.0
6,apache-complete,hosp-265,0.1,6,pool-too-small,False,,,0,,False,,f,Midwest,1.0,1.0
6,apache-complete,hosp-312,0.05,556,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-312,0.1,556,bbse:failsafe,True,0.89,0.7878,438,0.0434,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-393,0.05,117,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
6,apache-complete,hosp-393,0.1,117,bbse:bbse-misspecified,True,0.89,0.9316,109,0.0,False,<100,f,West,1.0,1.0
6,apache-complete,hosp-396,0.05,542,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
6,apache-complete,hosp-396,0.1,542,bbse:failsafe,True,0.89,0.8007,434,0.0323,False,100 - 249,f,West,1.0,1.0
6,apache-complete,hosp-417,0.05,1620,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,South,1.0,1.0
6,apache-complete,hosp-417,0.1,1620,bbse:failsafe,True,0.89,0.8142,1319,0.0387,False,250 - 499,f,South,1.0,1.0
6,apache-complete,hosp-421,0.05,522,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Northeast,1.0,1.0
6,apache-complete,hosp-421,0.1,522,bbse:bbse-misspecified,True,0.89,0.8391,438,0.0594,False,<100,f,Northeast,1.0,1.0
6,apache-complete,hosp-433,0.05,97,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,South,1.0,1.0
6,apache-complete,hosp-433,0.1,97,bbse:failsafe,True,0.89,0.4742,46,0.0435,False,,f,South,1.0,1.0
6,apache-complete,hosp-459,0.05,531,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
6,apache-complete,hosp-459,0.1,531,bbse:failsafe,True,0.89,0.7062,375,0.0213,False,100 - 249,f,South,1.0,1.0
7,apache-complete,hosp-56,0.05,188,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
7,apache-complete,hosp-56,0.1,188,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
7,apache-complete,hosp-58,0.05,200,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
7,apache-complete,hosp-58,0.1,200,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
7,apache-complete,hosp-61,0.05,143,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
7,apache-complete,hosp-61,0.1,143,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
7,apache-complete,hosp-108,0.05,312,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,250 - 499,f,Midwest,1.0,1.0
7,apache-complete,hosp-108,0.1,312,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,250 - 499,f,Midwest,1.0,1.0
7,apache-complete,hosp-115,0.05,26,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
7,apache-complete,hosp-115,0.1,26,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
7,apache-complete,hosp-133,0.05,194,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,South,1.0,1.0
7,apache-complete,hosp-133,0.1,194,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,South,1.0,1.0
7,apache-complete,hosp-148,0.05,1237,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
7,apache-complete,hosp-148,0.1,1237,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
7,apache-complete,hosp-152,0.05,851,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
7,apache-complete,hosp-152,0.1,851,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
7,apache-complete,hosp-158,0.05,147,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
7,apache-complete,hosp-158,0.1,147,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
7,apache-complete,hosp-171,0.05,808,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
7,apache-complete,hosp-171,0.1,808,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
7,apache-complete,hosp-182,0.05,263,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,South,1.0,1.0
7,apache-complete,hosp-182,0.1,263,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,South,1.0,1.0
7,apache-complete,hosp-209,0.05,99,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,,1.0,1.0
7,apache-complete,hosp-209,0.1,99,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,,1.0,1.0
7,apache-complete,hosp-227,0.05,1108,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
7,apache-complete,hosp-227,0.1,1108,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
7,apache-complete,hosp-252,0.05,2715,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,Midwest,1.0,1.0
7,apache-complete,hosp-252,0.1,2715,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,Midwest,1.0,1.0
7,apache-complete,hosp-262,0.05,154,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
7,apache-complete,hosp-262,0.1,154,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
7,apache-complete,hosp-360,0.05,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
7,apache-complete,hosp-360,0.1,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
7,apache-complete,hosp-383,0.05,419,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,West,1.0,1.0
7,apache-complete,hosp-383,0.1,419,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,West,1.0,1.0
7,apache-complete,hosp-398,0.05,288,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
7,apache-complete,hosp-398,0.1,288,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
7,apache-complete,hosp-399,0.05,174,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
7,apache-complete,hosp-399,0.1,174,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
7,apache-complete,hosp-400,0.05,1350,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
7,apache-complete,hosp-400,0.1,1350,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
7,apache-complete,hosp-421,0.05,522,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Northeast,1.0,1.0
7,apache-complete,hosp-421,0.1,522,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Northeast,1.0,1.0
7,apache-complete,hosp-439,0.05,284,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
7,apache-complete,hosp-439,0.1,284,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
7,apache-complete,hosp-443,0.05,2992,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,South,1.0,1.0
7,apache-complete,hosp-443,0.1,2992,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,South,1.0,1.0
7,apache-complete,hosp-449,0.05,1905,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,Midwest,1.0,1.0
7,apache-complete,hosp-449,0.1,1905,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,Midwest,1.0,1.0
8,apache-complete,hosp-67,0.05,280,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,Midwest,1.0,1.0
8,apache-complete,hosp-67,0.1,280,bbse:failsafe,True,0.89,0.7464,209,0.0191,False,,f,Midwest,1.0,1.0
8,apache-complete,hosp-95,0.05,227,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
8,apache-complete,hosp-95,0.1,227,bbse:bbse-misspecified,True,0.89,0.8811,200,0.01,False,100 - 249,f,Midwest,1.0,1.0
8,apache-complete,hosp-96,0.05,18,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,,1.0,1.0
8,apache-complete,hosp-96,0.1,18,bbse:bbse-misspecified,True,0.89,0.6111,11,0.0,False,,f,,1.0,1.0
8,apache-complete,hosp-136,0.05,2,pool-too-small,False,,,0,,False,<100,f,South,1.0,1.0
8,apache-complete,hosp-136,0.1,2,pool-too-small,False,,,0,,False,<100,f,South,1.0,1.0
8,apache-complete,hosp-144,0.05,637,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
8,apache-complete,hosp-144,0.1,637,bbse:failsafe,True,0.89,0.7771,495,0.0303,False,100 - 249,f,South,1.0,1.0
8,apache-complete,hosp-146,0.05,478,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
8,apache-complete,hosp-146,0.1,478,bbse:failsafe,True,0.89,0.7469,357,0.0392,False,250 - 499,f,West,1.0,1.0
8,apache-complete,hosp-148,0.05,1237,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
8,apache-complete,hosp-148,0.1,1237,bbse:failsafe,True,0.89,0.6936,858,0.0186,False,250 - 499,f,West,1.0,1.0
8,apache-complete,hosp-157,0.05,834,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
8,apache-complete,hosp-157,0.1,834,bbse:failsafe,True,0.89,0.5516,460,0.0261,False,250 - 499,f,West,1.0,1.0
8,apache-complete,hosp-175,0.05,270,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
8,apache-complete,hosp-175,0.1,270,bbse:failsafe,True,0.89,0.8333,225,0.0311,False,100 - 249,f,West,1.0,1.0
8,apache-complete,hosp-182,0.05,263,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,South,1.0,1.0
8,apache-complete,hosp-182,0.1,263,bbse:bbse-misspecified,True,0.89,0.7376,194,0.0258,False,100 - 249,f,South,1.0,1.0
8,apache-complete,hosp-200,0.05,342,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Northeast,1.0,1.0
8,apache-complete,hosp-200,0.1,342,bbse:bbse-misspecified,True,0.89,0.7661,262,0.0496,False,100 - 249,f,Northeast,1.0,1.0
8,apache-complete,hosp-207,0.05,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
8,apache-complete,hosp-207,0.1,202,bbse:bbse-misspecified,True,0.89,0.7871,159,0.0566,False,<100,f,South,1.0,1.0
8,apache-complete,hosp-251,0.05,278,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
8,apache-complete,hosp-251,0.1,278,bbse:bbse-misspecified,True,0.89,0.7878,219,0.0137,False,<100,f,Midwest,1.0,1.0
8,apache-complete,hosp-280,0.05,899,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,250 - 499,f,Midwest,1.0,1.0
