replicate,arm,site,alpha,n_target,reason,certified,tau,coverage,n_answered,answered_err_rate,hard,numbedscategory,teachingstatus,region,aps_coverage,apv_coverage
8,apache-complete,hosp-280,0.1,899,bbse:bbse-misspecified,True,0.89,0.8676,780,0.0231,False,250 - 499,f,Midwest,1.0,1.0
8,apache-complete,hosp-312,0.05,556,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
8,apache-complete,hosp-312,0.1,556,bbse:failsafe,True,0.89,0.8058,448,0.0446,False,100 - 249,f,South,1.0,1.0
8,apache-complete,hosp-331,0.05,996,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,,1.0,1.0
8,apache-complete,hosp-331,0.1,996,bbse:bbse-misspecified,True,0.89,0.8665,863,0.0243,False,,f,,1.0,1.0
8,apache-complete,hosp-352,0.05,32,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,,1.0,1.0
8,apache-complete,hosp-352,0.1,32,bbse:bbse-misspecified,True,0.89,0.6562,21,0.0476,False,,f,,1.0,1.0
8,apache-complete,hosp-357,0.05,638,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,Midwest,1.0,1.0
8,apache-complete,hosp-357,0.1,638,bbse:bbse-misspecified,True,0.89,0.8621,550,0.0273,False,,f,Midwest,1.0,1.0
8,apache-complete,hosp-397,0.05,204,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,,1.0,1.0
8,apache-complete,hosp-397,0.1,204,bbse:bbse-misspecified,True,0.89,0.7843,160,0.05,False,100 - 249,f,,1.0,1.0
8,apache-complete,hosp-405,0.05,280,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
8,apache-complete,hosp-405,0.1,280,bbse:failsafe,True,0.89,0.8143,228,0.0219,False,100 - 249,f,West,1.0,1.0
8,apache-complete,hosp-424,0.05,355,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Northeast,1.0,1.0
8,apache-complete,hosp-424,0.1,355,bbse:bbse-misspecified,True,0.89,0.8761,311,0.0161,False,<100,f,Northeast,1.0,1.0
8,apache-complete,hosp-440,0.05,1028,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,South,1.0,1.0
8,apache-complete,hosp-440,0.1,1028,bbse:failsafe,True,0.89,0.7325,753,0.0292,False,250 - 499,f,South,1.0,1.0
8,apache-complete,hosp-458,0.05,3094,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,South,1.0,1.0
8,apache-complete,hosp-458,0.1,3094,bbse:failsafe,True,0.89,0.7889,2441,0.0336,False,>= 500,f,South,1.0,1.0
8,apache-complete,hosp-459,0.05,531,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
8,apache-complete,hosp-459,0.1,531,bbse:failsafe,True,0.89,0.7062,375,0.024,False,100 - 249,f,South,1.0,1.0
9,apache-complete,hosp-68,0.05,346,baseline:failsafe|bbse:failsafe,False,,,0,,False,<100,f,Midwest,1.0,1.0
9,apache-complete,hosp-68,0.1,346,bbse:failsafe,True,0.85,0.7977,276,0.0,False,<100,f,Midwest,1.0,1.0
9,apache-complete,hosp-108,0.05,312,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,250 - 499,f,Midwest,1.0,1.0
9,apache-complete,hosp-108,0.1,312,bbse:bbse-misspecified,True,0.85,0.9455,295,0.0407,False,250 - 499,f,Midwest,1.0,1.0
9,apache-complete,hosp-142,0.05,1251,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,South,1.0,1.0
9,apache-complete,hosp-142,0.1,1251,bbse:failsafe,True,0.85,0.8169,1022,0.0685,False,>= 500,f,South,1.0,1.0
9,apache-complete,hosp-188,0.05,2913,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,South,1.0,1.0
9,apache-complete,hosp-188,0.1,2913,bbse:failsafe,True,0.85,0.8047,2344,0.0401,False,>= 500,t,South,1.0,1.0
9,apache-complete,hosp-194,0.05,294,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
9,apache-complete,hosp-194,0.1,294,bbse:failsafe,True,0.85,0.8435,248,0.0282,False,100 - 249,f,South,1.0,1.0
9,apache-complete,hosp-196,0.05,316,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
9,apache-complete,hosp-196,0.1,316,bbse:bbse-misspecified,True,0.85,0.8861,280,0.0214,False,<100,f,South,1.0,1.0
9,apache-complete,hosp-215,0.05,589,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,t,South,1.0,1.0
9,apache-complete,hosp-215,0.1,589,bbse:failsafe,True,0.85,0.7334,432,0.0162,False,100 - 249,t,South,1.0,1.0
9,apache-complete,hosp-220,0.05,652,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,t,South,1.0,1.0
9,apache-complete,hosp-220,0.1,652,bbse:failsafe,True,0.85,0.819,534,0.0225,False,250 - 499,t,South,1.0,1.0
9,apache-complete,hosp-250,0.05,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
9,apache-complete,hosp-250,0.1,202,bbse:bbse-misspecified,True,0.85,0.9505,192,0.0312,False,100 - 249,f,Midwest,1.0,1.0
9,apache-complete,hosp-251,0.05,278,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
9,apache-complete,hosp-251,0.1,278,bbse:bbse-misspecified,True,0.85,0.8993,250,0.028,False,<100,f,Midwest,1.0,1.0
9,apache-complete,hosp-272,0.05,984,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
9,apache-complete,hosp-272,0.1,984,bbse:bbse-misspecified,True,0.85,0.8465,833,0.0252,False,100 - 249,f,Midwest,1.0,1.0
9,apache-complete,hosp-279,0.05,656,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
9,apache-complete,hosp-279,0.1,656,bbse:bbse-misspecified,True,0.85,0.8887,583,0.0274,False,100 - 249,f,Midwest,1.0,1.0
9,apache-complete,hosp-318,0.05,969,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,South,1.0,1.0
9,apache-complete,hosp-318,0.1,969,bbse:failsafe,True,0.85,0.8679,841,0.0606,False,250 - 499,f,South,1.0,1.0
9,apache-complete,hosp-338,0.05,3424,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,Midwest,1.0,1.0
9,apache-complete,hosp-338,0.1,3424,bbse:failsafe,True,0.85,0.823,2818,0.0302,False,>= 500,f,Midwest,1.0,1.0
9,apache-complete,hosp-364,0.05,258,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
9,apache-complete,hosp-364,0.1,258,bbse:bbse-misspecified,True,0.85,0.8953,231,0.0433,False,100 - 249,f,Midwest,1.0,1.0
9,apache-complete,hosp-388,0.05,825,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
9,apache-complete,hosp-388,0.1,825,bbse:failsafe,True,0.85,0.8521,703,0.0569,False,100 - 249,f,West,1.0,1.0
9,apache-complete,hosp-390,0.05,895,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,,1.0,1.0
9,apache-complete,hosp-390,0.1,895,bbse:failsafe,True,0.85,0.8391,751,0.0506,False,250 - 499,f,,1.0,1.0
9,apache-complete,hosp-397,0.05,204,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,,1.0,1.0
9,apache-complete,hosp-397,0.1,204,bbse:bbse-misspecified,True,0.85,0.848,173,0.0578,False,100 - 249,f,,1.0,1.0
9,apache-complete,hosp-401,0.05,8,pool-too-small,False,,,0,,False,,f,,1.0,1.0
9,apache-complete,hosp-401,0.1,8,pool-too-small,False,,,0,,False,,f,,1.0,1.0
9,apache-complete,hosp-422,0.05,239,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Northeast,1.0,1.0
9,apache-complete,hosp-422,0.1,239,bbse:bbse-misspecified,True,0.85,0.8828,211,0.0332,False,100 - 249,f,Northeast,1.0,1.0
9,apache-complete,hosp-423,0.05,133,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Northeast,1.0,1.0
9,apache-complete,hosp-423,0.1,133,bbse:bbse-misspecified,True,0.85,0.8647,115,0.0348,False,<100,f,Northeast,1.0,1.0
9,apache-complete,hosp-429,0.05,238,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,South,1.0,1.0
9,apache-complete,hosp-429,0.1,238,bbse:failsafe,True,0.85,0.7353,175,0.04,False,,f,South,1.0,1.0
9,apache-complete,hosp-435,0.05,1232,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,South,1.0,1.0
9,apache-complete,hosp-435,0.1,1232,bbse:failsafe,True,0.85,0.8636,1064,0.0508,False,250 - 499,f,South,1.0,1.0
9,apache-complete,hosp-443,0.05,2992,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,South,1.0,1.0
9,apache-complete,hosp-443,0.1,2992,bbse:failsafe,True,0.85,0.8406,2515,0.0525,False,>= 500,t,South,1.0,1.0
10,apache-complete,hosp-59,0.05,409,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-59,0.1,409,bbse:bbse-misspecified,True,0.85,0.9169,375,0.0133,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-67,0.05,280,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,Midwest,1.0,1.0
10,apache-complete,hosp-67,0.1,280,bbse:failsafe,True,0.85,0.8286,232,0.0259,False,,f,Midwest,1.0,1.0
10,apache-complete,hosp-68,0.05,346,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-68,0.1,346,bbse:bbse-misspecified,True,0.85,0.8584,297,0.0,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-71,0.05,435,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
10,apache-complete,hosp-71,0.1,435,bbse:bbse-misspecified,True,0.85,0.8667,377,0.0133,False,100 - 249,f,Midwest,1.0,1.0
10,apache-complete,hosp-84,0.05,38,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-84,0.1,38,bbse:bbse-misspecified,True,0.85,0.7105,27,0.0,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-90,0.05,11,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-90,0.1,11,bbse:bbse-misspecified,True,0.85,0.8182,9,0.1111,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-94,0.05,7,pool-too-small,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
10,apache-complete,hosp-94,0.1,7,pool-too-small,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
10,apache-complete,hosp-133,0.05,194,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,South,1.0,1.0
10,apache-complete,hosp-133,0.1,194,bbse:bbse-misspecified,True,0.85,0.9227,179,0.0112,False,,f,South,1.0,1.0
10,apache-complete,hosp-143,0.05,640,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,,1.0,1.0
10,apache-complete,hosp-143,0.1,640,bbse:failsafe,True,0.85,0.9047,579,0.0328,False,250 - 499,f,,1.0,1.0
10,apache-complete,hosp-174,0.05,61,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
10,apache-complete,hosp-174,0.1,61,bbse:bbse-misspecified,True,0.85,0.8525,52,0.0962,False,<100,f,West,1.0,1.0
10,apache-complete,hosp-183,0.05,1258,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,South,1.0,1.0
10,apache-complete,hosp-183,0.1,1258,bbse:failsafe,True,0.85,0.7846,987,0.0436,False,>= 500,f,South,1.0,1.0
10,apache-complete,hosp-198,0.05,532,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,South,1.0,1.0
10,apache-complete,hosp-198,0.1,532,bbse:failsafe,True,0.85,0.8233,438,0.0365,False,>= 500,t,South,1.0,1.0
10,apache-complete,hosp-250,0.05,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
10,apache-complete,hosp-250,0.1,202,bbse:bbse-misspecified,True,0.85,0.9406,190,0.0316,False,100 - 249,f,Midwest,1.0,1.0
10,apache-complete,hosp-258,0.05,292,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-258,0.1,292,bbse:bbse-misspecified,True,0.85,0.8767,256,0.0156,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-264,0.05,4334,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,Midwest,1.0,1.0
10,apache-complete,hosp-264,0.1,4334,bbse:failsafe,True,0.85,0.8184,3547,0.0381,False,>= 500,t,Midwest,1.0,1.0
10,apache-complete,hosp-351,0.05,2,pool-too-small,False,,,0,,False,,f,,1.0,1.0
10,apache-complete,hosp-351,0.1,2,pool-too-small,False,,,0,,False,,f,,1.0,1.0
10,apache-complete,hosp-353,0.05,575,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
10,apache-complete,hosp-353,0.1,575,bbse:failsafe,True,0.85,0.88,506,0.0573,False,100 - 249,f,Midwest,1.0,1.0
10,apache-complete,hosp-363,0.05,62,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-363,0.1,62,bbse:bbse-misspecified,True,0.85,0.9839,61,0.0492,False,<100,f,Midwest,1.0,1.0
10,apache-complete,hosp-385,0.05,1,pool-too-small,False,,,0,,False,,f,,1.0,1.0
10,apache-complete,hosp-385,0.1,1,pool-too-small,False,,,0,,False,,f,,1.0,1.0
10,apache-complete,hosp-396,0.05,542,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
10,apache-complete,hosp-396,0.1,542,bbse:failsafe,True,0.85,0.8321,451,0.0399,False,100 - 249,f,West,1.0,1.0
10,apache-complete,hosp-399,0.05,174,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
10,apache-complete,hosp-399,0.1,174,bbse:bbse-misspecified,True,0.85,0.9368,163,0.0307,False,<100,f,West,1.0,1.0
10,apache-complete,hosp-401,0.05,8,pool-too-small,False,,,0,,False,,f,,1.0,1.0
10,apache-complete,hosp-401,0.1,8,pool-too-small,False,,,0,,False,,f,,1.0,1.0
10,apache-complete,hosp-407,0.05,267,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,West,1.0,1.0
10,apache-complete,hosp-407,0.1,267,bbse:bbse-misspecified,True,0.85,0.8689,232,0.0345,False,100 - 249,f,West,1.0,1.0
10,apache-complete,hosp-416,0.05,1608,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,>= 500,t,Midwest,1.0,1.0
10,apache-complete,hosp-416,0.1,1608,bbse:bbse-misspecified,True,0.85,0.8912,1433,0.0293,False,>= 500,t,Midwest,1.0,1.0
11,apache-complete,hosp-108,0.05,312,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,250 - 499,f,Midwest,1.0,1.0
11,apache-complete,hosp-108,0.1,312,bbse:bbse-misspecified,True,0.87,0.9231,288,0.0417,False,250 - 499,f,Midwest,1.0,1.0
11,apache-complete,hosp-110,0.05,1494,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,South,1.0,1.0
11,apache-complete,hosp-110,0.1,1494,bbse:failsafe,True,0.87,0.8782,1312,0.0305,False,100 - 249,f,South,1.0,1.0
11,apache-complete,hosp-122,0.05,2534,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,South,1.0,1.0
11,apache-complete,hosp-122,0.1,2534,bbse:failsafe,True,0.87,0.8418,2133,0.0483,False,>= 500,f,South,1.0,1.0
11,apache-complete,hosp-135,0.05,8,pool-too-small,False,,,0,,False,<100,f,South,1.0,1.0
11,apache-complete,hosp-135,0.1,8,pool-too-small,False,,,0,,False,<100,f,South,1.0,1.0
11,apache-complete,hosp-146,0.05,478,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
11,apache-complete,hosp-146,0.1,478,bbse:failsafe,True,0.87,0.7741,370,0.0432,False,250 - 499,f,West,1.0,1.0
11,apache-complete,hosp-164,0.05,109,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
11,apache-complete,hosp-164,0.1,109,bbse:bbse-misspecified,True,0.87,0.9083,99,0.0606,False,<100,f,West,1.0,1.0
11,apache-complete,hosp-181,0.05,793,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,South,1.0,1.0
11,apache-complete,hosp-181,0.1,793,bbse:failsafe,True,0.87,0.7629,605,0.0331,False,,f,South,1.0,1.0
11,apache-complete,hosp-182,0.05,263,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,South,1.0,1.0
11,apache-complete,hosp-182,0.1,263,bbse:bbse-misspecified,True,0.87,0.7795,205,0.0244,False,100 - 249,f,South,1.0,1.0
11,apache-complete,hosp-207,0.05,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,South,1.0,1.0
11,apache-complete,hosp-207,0.1,202,bbse:bbse-misspecified,True,0.87,0.8317,168,0.0714,False,<100,f,South,1.0,1.0
11,apache-complete,hosp-226,0.05,751,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
11,apache-complete,hosp-226,0.1,751,bbse:failsafe,True,0.87,0.8136,611,0.0638,False,250 - 499,f,West,1.0,1.0
11,apache-complete,hosp-262,0.05,154,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
11,apache-complete,hosp-262,0.1,154,bbse:bbse-misspecified,True,0.87,0.8636,133,0.0526,False,<100,f,Midwest,1.0,1.0
11,apache-complete,hosp-277,0.05,1281,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
11,apache-complete,hosp-277,0.1,1281,bbse:failsafe,True,0.87,0.8283,1061,0.0245,False,100 - 249,f,Midwest,1.0,1.0
11,apache-complete,hosp-310,0.05,465,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
11,apache-complete,hosp-310,0.1,465,bbse:bbse-misspecified,True,0.87,0.8731,406,0.0197,False,100 - 249,f,Midwest,1.0,1.0
11,apache-complete,hosp-328,0.05,194,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
11,apache-complete,hosp-328,0.1,194,bbse:bbse-misspecified,True,0.87,0.9485,184,0.0109,False,<100,f,Midwest,1.0,1.0
11,apache-complete,hosp-338,0.05,3424,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,Midwest,1.0,1.0
11,apache-complete,hosp-338,0.1,3424,bbse:failsafe,True,0.87,0.8274,2833,0.0297,False,>= 500,f,Midwest,1.0,1.0
11,apache-complete,hosp-357,0.05,638,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,Midwest,1.0,1.0
11,apache-complete,hosp-357,0.1,638,bbse:bbse-misspecified,True,0.87,0.9107,581,0.0293,False,,f,Midwest,1.0,1.0
11,apache-complete,hosp-386,0.05,406,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
11,apache-complete,hosp-386,0.1,406,bbse:failsafe,True,0.87,0.7759,315,0.0476,False,100 - 249,f,West,1.0,1.0
11,apache-complete,hosp-389,0.05,406,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
11,apache-complete,hosp-389,0.1,406,bbse:bbse-misspecified,True,0.87,0.8768,356,0.0421,False,<100,f,West,1.0,1.0
11,apache-complete,hosp-392,0.05,555,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,250 - 499,f,West,1.0,1.0
11,apache-complete,hosp-392,0.1,555,bbse:bbse-misspecified,True,0.87,0.8432,468,0.0791,False,250 - 499,f,West,1.0,1.0
11,apache-complete,hosp-399,0.05,174,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
11,apache-complete,hosp-399,0.1,174,bbse:bbse-misspecified,True,0.87,0.9023,157,0.0191,False,<100,f,West,1.0,1.0
11,apache-complete,hosp-405,0.05,280,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,West,1.0,1.0
11,apache-complete,hosp-405,0.1,280,bbse:failsafe,True,0.87,0.8536,239,0.0209,False,100 - 249,f,West,1.0,1.0
11,apache-complete,hosp-411,0.05,506,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,West,1.0,1.0
11,apache-complete,hosp-411,0.1,506,bbse:failsafe,True,0.87,0.8063,408,0.0613,False,,f,West,1.0,1.0
11,apache-complete,hosp-417,0.05,1620,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,South,1.0,1.0
11,apache-complete,hosp-417,0.1,1620,bbse:failsafe,True,0.87,0.8506,1378,0.0421,False,250 - 499,f,South,1.0,1.0
11,apache-complete,hosp-449,0.05,1905,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,Midwest,1.0,1.0
11,apache-complete,hosp-449,0.1,1905,bbse:failsafe,True,0.87,0.7711,1469,0.0388,False,>= 500,t,Midwest,1.0,1.0
12,apache-complete,hosp-61,0.05,143,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,Midwest,1.0,1.0
12,apache-complete,hosp-61,0.1,143,bbse:bbse-misspecified,True,0.83,0.9021,129,0.0233,False,<100,f,Midwest,1.0,1.0
12,apache-complete,hosp-73,0.05,5125,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,Midwest,1.0,1.0
12,apache-complete,hosp-73,0.1,5125,bbse:failsafe,True,0.83,0.8923,4573,0.0324,False,>= 500,t,Midwest,1.0,1.0
12,apache-complete,hosp-92,0.05,508,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,250 - 499,f,Midwest,1.0,1.0
12,apache-complete,hosp-92,0.1,508,bbse:bbse-misspecified,True,0.83,0.937,476,0.0315,False,250 - 499,f,Midwest,1.0,1.0
12,apache-complete,hosp-108,0.05,312,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,250 - 499,f,Midwest,1.0,1.0
12,apache-complete,hosp-108,0.1,312,bbse:bbse-misspecified,True,0.83,0.9551,298,0.0503,False,250 - 499,f,Midwest,1.0,1.0
12,apache-complete,hosp-120,0.05,91,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,South,1.0,1.0
12,apache-complete,hosp-120,0.1,91,bbse:bbse-misspecified,True,0.83,0.9231,84,0.0476,False,100 - 249,f,South,1.0,1.0
12,apache-complete,hosp-122,0.05,2534,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,South,1.0,1.0
12,apache-complete,hosp-122,0.1,2534,bbse:failsafe,True,0.83,0.8658,2194,0.0515,False,>= 500,f,South,1.0,1.0
12,apache-complete,hosp-156,0.05,13,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,<100,f,West,1.0,1.0
12,apache-complete,hosp-156,0.1,13,bbse:bbse-misspecified,True,0.83,1.0,13,0.0,False,<100,f,West,1.0,1.0
12,apache-complete,hosp-167,0.05,2286,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,t,West,1.0,1.0
12,apache-complete,hosp-167,0.1,2286,bbse:failsafe,True,0.83,0.846,1934,0.0471,False,>= 500,t,West,1.0,1.0
12,apache-complete,hosp-181,0.05,793,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,South,1.0,1.0
12,apache-complete,hosp-181,0.1,793,bbse:failsafe,True,0.83,0.8045,638,0.0408,False,,f,South,1.0,1.0
12,apache-complete,hosp-202,0.05,758,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,Northeast,1.0,1.0
12,apache-complete,hosp-202,0.1,758,bbse:failsafe,True,0.83,0.8377,635,0.0409,False,100 - 249,f,Northeast,1.0,1.0
12,apache-complete,hosp-226,0.05,751,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,f,West,1.0,1.0
12,apache-complete,hosp-226,0.1,751,bbse:failsafe,True,0.83,0.8415,632,0.0728,False,250 - 499,f,West,1.0,1.0
12,apache-complete,hosp-259,0.05,502,baseline:failsafe|bbse:failsafe,False,,,0,,False,250 - 499,t,Midwest,1.0,1.0
12,apache-complete,hosp-259,0.1,502,bbse:failsafe,True,0.83,0.7012,352,0.0653,False,250 - 499,t,Midwest,1.0,1.0
12,apache-complete,hosp-269,0.05,632,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,,1.0,1.0
12,apache-complete,hosp-269,0.1,632,bbse:bbse-misspecified,True,0.83,0.9288,587,0.0392,False,,f,,1.0,1.0
12,apache-complete,hosp-273,0.05,129,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
12,apache-complete,hosp-273,0.1,129,bbse:bbse-misspecified,True,0.83,0.4419,57,0.1754,True,100 - 249,f,Midwest,1.0,1.0
12,apache-complete,hosp-310,0.05,465,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
12,apache-complete,hosp-310,0.1,465,bbse:bbse-misspecified,True,0.83,0.9183,427,0.0234,False,100 - 249,f,Midwest,1.0,1.0
12,apache-complete,hosp-338,0.05,3424,baseline:failsafe|bbse:failsafe,False,,,0,,False,>= 500,f,Midwest,1.0,1.0
12,apache-complete,hosp-338,0.1,3424,bbse:failsafe,True,0.83,0.8616,2950,0.0353,False,>= 500,f,Midwest,1.0,1.0
12,apache-complete,hosp-353,0.05,575,baseline:failsafe|bbse:failsafe,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
12,apache-complete,hosp-353,0.1,575,bbse:failsafe,True,0.83,0.9148,526,0.057,False,100 - 249,f,Midwest,1.0,1.0
12,apache-complete,hosp-360,0.05,202,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,100 - 249,f,Midwest,1.0,1.0
12,apache-complete,hosp-360,0.1,202,bbse:bbse-misspecified,True,0.83,0.8762,177,0.0791,False,100 - 249,f,Midwest,1.0,1.0
12,apache-complete,hosp-401,0.05,8,pool-too-small,False,,,0,,False,,f,,1.0,1.0
12,apache-complete,hosp-401,0.1,8,pool-too-small,False,,,0,,False,,f,,1.0,1.0
12,apache-complete,hosp-403,0.05,818,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,250 - 499,f,West,1.0,1.0
12,apache-complete,hosp-403,0.1,818,bbse:bbse-misspecified,True,0.83,0.9034,739,0.0501,False,250 - 499,f,West,1.0,1.0
12,apache-complete,hosp-433,0.05,97,baseline:failsafe|bbse:failsafe,False,,,0,,False,,f,South,1.0,1.0
12,apache-complete,hosp-433,0.1,97,bbse:failsafe,True,0.83,0.6907,67,0.0597,False,,f,South,1.0,1.0
12,apache-complete,hosp-438,0.05,148,baseline:failsafe|bbse:bbse-misspecified,False,,,0,,False,,f,South,1.0,1.0
