n_sites,draw,alpha,certified,tau,coverage,n_answered,answered_err_rate,hard,decline_reason
100,22,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,23,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,23,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,24,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,24,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,25,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,25,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,26,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,26,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,27,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,27,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,28,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,28,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,29,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,29,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,30,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,30,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,31,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,31,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,32,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,32,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,33,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,33,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,34,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,34,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,35,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,35,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,36,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,36,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,37,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,37,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,38,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,38,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,39,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,39,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,40,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,40,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,41,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,41,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,42,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,42,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,43,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,43,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,44,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,44,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,45,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,45,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,46,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,46,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,47,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,47,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,48,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,48,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,49,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,49,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,50,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,50,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,51,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,51,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,52,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,52,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,53,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,53,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,54,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,54,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,55,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,55,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,56,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,56,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,57,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,57,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,58,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,58,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,59,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,59,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,60,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,60,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,61,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,61,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,62,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,62,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,63,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,63,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,64,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,64,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,65,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,65,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,66,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,66,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,67,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,67,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,68,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,68,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,69,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,69,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,70,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,70,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,71,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,71,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,72,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,72,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,73,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,73,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,74,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,74,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,75,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,75,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,76,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,76,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,77,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,77,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,78,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,78,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,79,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,79,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,80,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,80,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,81,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,81,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,82,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,82,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,83,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,83,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,84,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,84,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,85,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,85,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,86,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,86,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,87,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,87,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,88,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,88,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,89,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,89,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,90,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,90,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,91,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,91,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,92,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,92,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,93,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,93,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,94,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,94,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,95,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,95,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,96,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,96,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,97,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,97,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,98,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,98,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,99,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,99,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,100,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,100,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,101,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,101,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,102,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,102,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,103,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,103,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,104,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,104,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,105,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,105,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,106,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,106,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,107,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,107,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,108,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,108,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,109,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,109,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,110,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,110,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,111,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,111,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,112,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,112,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,113,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,113,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,114,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,114,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,115,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,115,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,116,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,116,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,117,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,117,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,118,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,118,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,119,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,119,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,120,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,120,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,121,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,121,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,122,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,122,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,123,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,123,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,124,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,124,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,125,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,125,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,126,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,126,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,127,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,127,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,128,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,128,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,129,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,129,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,130,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,130,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,131,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,131,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,132,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,132,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,133,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,133,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,134,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,134,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,135,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,135,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,136,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,136,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,137,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,137,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,138,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,138,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,139,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,139,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,140,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,140,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,141,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,141,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,142,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,142,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,143,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,143,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,144,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,144,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,145,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,145,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,146,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,146,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,147,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,147,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,148,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,148,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,149,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,149,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,150,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,150,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,151,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,151,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,152,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,152,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,153,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,153,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,154,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,154,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,155,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,155,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,156,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,156,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,157,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,157,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,158,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,158,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,159,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,159,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,160,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,160,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,161,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,161,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,162,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,162,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,163,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,163,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,164,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,164,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,165,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,165,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,166,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,166,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,167,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,167,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,168,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,168,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,169,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,169,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,170,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,170,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,171,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,171,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,172,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,172,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,173,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,173,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,174,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,174,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,175,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,175,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,176,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,176,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,177,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,177,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,178,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,178,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,179,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,179,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,180,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,180,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,181,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,181,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,182,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,182,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,183,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,183,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,184,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,184,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,185,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,185,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,186,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,186,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,187,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,187,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,188,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,188,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,189,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,189,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,190,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,190,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,191,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,191,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,192,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,192,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,193,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,193,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,194,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,194,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,195,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,195,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,196,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,196,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,197,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,197,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,198,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,198,0.1,False,,0.0,0,nan,False,insufficient-clusters
100,199,0.05,False,,0.0,0,nan,False,insufficient-clusters
100,199,0.1,False,,0.0,0,nan,False,insufficient-clusters
150,0,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,0,0.1,True,0.6900000000000001,0.9487951807228916,315,0.01904761904761905,False,
150,1,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
150,1,0.1,True,0.65,0.9411764705882353,64,0.015625,False,
150,2,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,2,0.1,True,0.6900000000000001,0.9321120689655172,865,0.035838150289017344,False,
150,3,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,3,0.1,True,0.75,0.8651315789473685,263,0.07604562737642585,False,
150,4,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,4,0.1,True,0.65,0.970566037735849,1286,0.024883359253499222,False,
150,5,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
150,5,0.1,True,0.6900000000000001,0.9242424242424242,61,0.08196721311475409,False,
150,6,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,6,0.1,True,0.65,0.9374233128834356,764,0.049738219895287955,False,
150,7,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,7,0.1,True,0.6900000000000001,0.9272727272727272,765,0.05359477124183006,False,
150,8,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,8,0.1,True,0.71,0.9239766081871345,158,0.03164556962025317,False,
150,9,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,9,0.1,True,0.6900000000000001,0.9528403001071811,889,0.049493813273340834,False,
150,10,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,10,0.1,True,0.65,0.9342105263157895,142,0.035211267605633804,False,
150,11,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,11,0.1,True,0.67,0.9440459110473458,658,0.03951367781155015,False,
150,12,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,12,0.1,True,0.6900000000000001,0.9139784946236559,255,0.07058823529411765,False,
150,13,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,13,0.1,True,0.71,0.884318766066838,344,0.061046511627906974,False,
150,14,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,14,0.1,True,0.71,0.93596425912137,1257,0.022275258552108195,False,
150,15,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,15,0.1,True,0.67,0.9311827956989247,433,0.018475750577367205,False,
150,16,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,16,0.1,True,0.71,0.927536231884058,128,0.046875,False,
150,17,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,17,0.1,True,0.71,0.9262948207171314,465,0.047311827956989246,False,
150,18,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,18,0.1,True,0.67,0.9240506329113924,438,0.0776255707762557,False,
150,19,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,19,0.1,True,0.6900000000000001,0.9503386004514672,842,0.04156769596199525,False,
150,20,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,20,0.1,True,0.67,0.9411764705882353,896,0.044642857142857144,False,
150,21,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,21,0.1,True,0.67,0.9448818897637795,360,0.030555555555555555,False,
150,22,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,22,0.1,True,0.77,0.9204892966360856,301,0.016611295681063124,False,
150,23,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,23,0.1,True,0.65,0.9634369287020109,1581,0.030360531309297913,False,
150,24,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,24,0.1,True,0.65,0.9467592592592593,409,0.034229828850855744,False,
150,25,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,25,0.1,True,0.6900000000000001,0.9233870967741935,458,0.05895196506550218,False,
150,26,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
150,26,0.1,True,0.63,0.948051948051948,73,0.0136986301369863,False,
150,27,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,27,0.1,True,0.6900000000000001,0.943327239488117,516,0.03682170542635659,False,
150,28,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,28,0.1,True,0.67,0.9478357380688124,854,0.02576112412177986,False,
150,29,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,29,0.1,True,0.6900000000000001,0.9444444444444444,1020,0.0392156862745098,False,
150,30,0.05,False,,0.0,0,nan,False,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,30,0.1,True,0.67,0.9271255060728745,229,0.06550218340611354,False,
