draw,alpha,mode,target_base,certified,tau,coverage,n_answered,answered_err_rate,hard,exceed,rm_fresh,rm_exceed,decline_reason,deploy_mode,bbse_reason,bbse_rho_lo,bbse_rho_hi,bbse_gap_lo,bbse_q_target
127,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.6239896718650113,4.037912044995215,0.4990566066444146,0.09936575052854123
127,0.1,baseline,0.22,True,0.55,0.9809725158562368,464,0.07543103448275862,False,False,0.111772,True,,baseline,,,,,
127,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.6239896718650113,4.037912044995215,0.4990566066444146,0.09936575052854123
128,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
128,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.1031751341346057,4.314685178348358,0.5068416051807364,0.13420860685630925
128,0.1,baseline,0.22,True,0.5700000000000001,0.9671772428884027,1326,0.09502262443438914,False,False,0.103891,True,,baseline,,,,,
128,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.1031751341346057,4.314685178348358,0.5068416051807364,0.13420860685630925
129,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
129,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.3249425385785079,11.950185165540551,0.49905672661970146,0.20118343195266272
129,0.1,baseline,0.22,True,0.55,0.9674556213017751,327,0.11009174311926606,False,True,0.113283,True,,baseline,,,,,
129,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.3249425385785079,11.950185165540551,0.49905672661970146,0.20118343195266272
130,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
130,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.5641808101838817,7.6870786899287795,0.4923701398971386,0.16644113667117727
130,0.1,baseline,0.22,True,0.55,0.9824086603518268,726,0.11570247933884298,False,True,0.113255,True,,baseline,,,,,
130,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.5641808101838817,7.6870786899287795,0.4923701398971386,0.16644113667117727
131,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
131,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.56034598991373,6.980096499084728,0.5000992382110542,0.17082066869300913
131,0.1,baseline,0.22,True,0.5700000000000001,0.9610942249240122,1581,0.13978494623655913,True,True,0.10692,True,,baseline,,,,,
131,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.56034598991373,6.980096499084728,0.5000992382110542,0.17082066869300913
132,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
132,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.8821860979621602,6.395287049657895,0.4601159045290548,0.12459016393442623
132,0.1,baseline,0.22,True,0.55,0.9770491803278688,298,0.13758389261744966,True,True,0.110645,True,,baseline,,,,,
132,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.8821860979621602,6.395287049657895,0.4601159045290548,0.12459016393442623
133,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
133,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.7698134465189592,9.225118395057807,0.5187352846514838,0.13496932515337423
133,0.1,baseline,0.22,True,0.55,0.9754601226993865,159,0.07547169811320754,False,False,0.108611,True,,baseline,,,,,
133,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.7698134465189592,9.225118395057807,0.5187352846514838,0.13496932515337423
134,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
134,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.6667794157037551,9.50027981943196,0.5000176241813785,0.13533834586466165
134,0.1,baseline,0.22,True,0.55,0.9849624060150376,131,0.0916030534351145,False,False,0.110759,True,,baseline,,,,,
134,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.6667794157037551,9.50027981943196,0.5000176241813785,0.13533834586466165
135,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
135,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.0121097229047,4.707817569890301,0.49259035467773843,0.13053097345132744
135,0.1,baseline,0.22,True,0.55,0.9756637168141593,441,0.14058956916099774,True,True,0.105908,True,,baseline,,,,,
135,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.0121097229047,4.707817569890301,0.49259035467773843,0.13053097345132744
136,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
136,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.618733965089933,8.963920298788024,0.5285241712504066,0.19089900110987792
136,0.1,baseline,0.22,True,0.5700000000000001,0.9678135405105438,872,0.14564220183486237,True,True,0.102576,True,,baseline,,,,,
136,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.618733965089933,8.963920298788024,0.5285241712504066,0.19089900110987792
137,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
137,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.9610106791219025,6.244731130732612,0.5145536559456391,0.1400437636761488
137,0.1,baseline,0.22,True,0.55,0.975929978118162,446,0.08968609865470852,False,False,0.104028,True,,baseline,,,,,
137,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.9610106791219025,6.244731130732612,0.5145536559456391,0.1400437636761488
138,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
138,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.6493881513891848,6.531127427578003,0.49306764490559796,0.15889691398555483
138,0.1,baseline,0.22,True,0.55,0.9783322390019698,1490,0.1268456375838926,True,True,0.113751,True,,baseline,,,,,
138,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.6493881513891848,6.531127427578003,0.49306764490559796,0.15889691398555483
139,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
139,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.26503624059012154,3.3044649851977645,0.4943035504016609,0.07291666666666667
139,0.1,baseline,0.22,True,0.5900000000000001,0.9722222222222222,280,0.05357142857142857,False,False,0.104896,True,,baseline,,,,,
139,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.26503624059012154,3.3044649851977645,0.4943035504016609,0.07291666666666667
140,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
140,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.4549147640696012,4.355802647361383,0.47786895199815843,0.13699661272111405
140,0.1,baseline,0.22,True,0.55,0.9713963116296576,2581,0.1282448663308795,True,True,0.116302,True,,baseline,,,,,
140,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.4549147640696012,4.355802647361383,0.47786895199815843,0.13699661272111405
141,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
141,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.4028544044438744,6.394200308646033,0.48377707966073946,0.1542056074766355
141,0.1,baseline,0.22,True,0.55,0.9719626168224299,624,0.11378205128205128,False,True,0.111517,True,,baseline,,,,,
141,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.4028544044438744,6.394200308646033,0.48377707966073946,0.1542056074766355
142,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
142,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.1982119940619473,8.762386474335107,0.47093613462540446,0.16766467065868262
142,0.1,baseline,0.22,True,0.55,0.9610778443113772,321,0.17445482866043613,True,True,0.119354,True,,baseline,,,,,
142,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.1982119940619473,8.762386474335107,0.47093613462540446,0.16766467065868262
143,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
143,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.47601846434584894,4.343588539075668,0.549381111145127,0.11068702290076336
143,0.1,baseline,0.22,True,0.55,0.9694656488549618,254,0.06692913385826772,False,False,0.103204,True,,baseline,,,,,
143,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.47601846434584894,4.343588539075668,0.549381111145127,0.11068702290076336
144,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
144,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.269019848821548,6.696177779917563,0.5225307888301143,0.19280916633741604
144,0.1,baseline,0.22,True,0.55,0.9695772421967602,2454,0.12550937245313773,True,True,0.10661,True,,baseline,,,,,
144,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.269019848821548,6.696177779917563,0.5225307888301143,0.19280916633741604
145,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
145,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.4568135871099579,4.184264640132522,0.4991541626504087,0.09183673469387756
145,0.1,baseline,0.22,True,0.55,0.9761904761904762,287,0.08362369337979095,False,False,0.111384,True,,baseline,,,,,
145,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.4568135871099579,4.184264640132522,0.4991541626504087,0.09183673469387756
146,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
146,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.7387727244924462,12.709119281953155,0.49387753308697085,0.15463917525773196
146,0.1,baseline,0.22,True,0.55,0.9690721649484536,94,0.10638297872340426,False,True,0.112471,True,,baseline,,,,,
146,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.7387727244924462,12.709119281953155,0.49387753308697085,0.15463917525773196
147,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
147,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.7400195315269251,5.533281638446212,0.5154109596634796,0.14634146341463414
147,0.1,baseline,0.22,True,0.55,0.9792682926829268,803,0.12079701120797011,True,True,0.107757,True,,baseline,,,,,
147,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.7400195315269251,5.533281638446212,0.5154109596634796,0.14634146341463414
148,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
148,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.4499183317134512,4.654737290015431,0.4819033408022063,0.09954751131221719
148,0.1,baseline,0.22,True,0.55,0.9909502262443439,219,0.1187214611872146,False,True,0.112397,True,,baseline,,,,,
148,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.4499183317134512,4.654737290015431,0.4819033408022063,0.09954751131221719
149,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
149,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.43743244397190906,4.294352905460483,0.49650547024627695,0.09580838323353294
149,0.1,baseline,0.22,True,0.5700000000000001,0.9640718562874252,322,0.08385093167701864,False,False,0.113314,True,,baseline,,,,,
149,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.43743244397190906,4.294352905460483,0.49650547024627695,0.09580838323353294
150,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
150,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,3.840362092213811,13.055399415316938,0.49895632514526955,0.2388
150,0.1,baseline,0.22,True,0.55,0.964,4820,0.2012448132780083,True,True,0.109004,True,,baseline,,,,,
150,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,3.840362092213811,13.055399415316938,0.49895632514526955,0.2388
151,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
151,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.7238137657430259,6.010658116635348,0.5143454644139983,0.13043478260869565
151,0.1,baseline,0.22,True,0.55,0.9802371541501976,248,0.16129032258064516,True,True,0.101707,True,,baseline,,,,,
151,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.7238137657430259,6.010658116635348,0.5143454644139983,0.13043478260869565
152,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
152,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.013346206957309295,7.134660281008502,0.49912147258984524,0.08139534883720931
152,0.1,baseline,0.22,True,0.5900000000000001,0.9651162790697675,83,0.07228915662650602,False,False,0.104966,True,,baseline,,,,,
152,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.013346206957309295,7.134660281008502,0.49912147258984524,0.08139534883720931
153,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
153,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.8588459232737704,6.483487445507641,0.5312156233657763,0.1819645732689211
153,0.1,baseline,0.22,True,0.55,0.9758454106280193,606,0.13036303630363036,True,True,0.107898,True,,baseline,,,,,
153,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.8588459232737704,6.483487445507641,0.5312156233657763,0.1819645732689211
154,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
154,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.607856970614212,6.302862067273317,0.5097849887066751,0.12359550561797752
154,0.1,baseline,0.22,True,0.55,0.9719101123595506,173,0.08092485549132948,False,False,0.113185,True,,baseline,,,,,
154,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.607856970614212,6.302862067273317,0.5097849887066751,0.12359550561797752
155,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
155,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.5915253356097954,6.552932368757523,0.5009586252154076,0.1520572450805009
155,0.1,baseline,0.22,True,0.55,0.9785330948121646,547,0.12797074954296161,True,True,0.109222,True,,baseline,,,,,
155,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.5915253356097954,6.552932368757523,0.5009586252154076,0.1520572450805009
156,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
156,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.2168290435405074,3.3064826606162443,0.4816307970840654,0.108
156,0.1,baseline,0.22,True,0.5900000000000001,0.9642,4821,0.0864965774735532,False,False,0.108222,True,,baseline,,,,,
156,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.2168290435405074,3.3064826606162443,0.4816307970840654,0.108
157,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
157,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.3758064511106312,5.706064957534596,0.5059525352029333,0.13374233128834356
157,0.1,baseline,0.22,True,0.55,0.9693251533742331,790,0.09113924050632911,False,False,0.108883,True,,baseline,,,,,
157,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.3758064511106312,5.706064957534596,0.5059525352029333,0.13374233128834356
158,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
158,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.33778029216204564,6.155247363329293,0.493486952311915,0.10687022900763359
158,0.1,baseline,0.22,True,0.55,0.9847328244274809,129,0.07751937984496124,False,False,0.117242,True,,baseline,,,,,
158,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.33778029216204564,6.155247363329293,0.493486952311915,0.10687022900763359
159,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
159,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.43795945741153997,13.505107854637753,0.4844587514207026,0.13186813186813187
159,0.1,baseline,0.22,True,0.55,0.978021978021978,89,0.07865168539325842,False,False,0.112446,True,,baseline,,,,,
159,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.43795945741153997,13.505107854637753,0.4844587514207026,0.13186813186813187
160,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
160,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.38758455952822,6.354630401406685,0.4994636755554693,0.15220700152207
160,0.1,baseline,0.22,True,0.55,0.974124809741248,640,0.134375,True,True,0.111256,True,,baseline,,,,,
160,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.38758455952822,6.354630401406685,0.4994636755554693,0.15220700152207
161,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
161,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.5445989743044202,4.7908593075709405,0.487338370103992,0.1250808015513898
161,0.1,baseline,0.22,True,0.55,0.980284421460892,3033,0.08704253214638971,False,False,0.110765,True,,baseline,,,,,
161,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.5445989743044202,4.7908593075709405,0.487338370103992,0.1250808015513898
162,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
162,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.7723595542626096,5.6281347802721635,0.48875891022258783,0.14955640050697086
162,0.1,baseline,0.22,True,0.55,0.973384030418251,1536,0.12434895833333333,True,True,0.109598,True,,baseline,,,,,
162,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.7723595542626096,5.6281347802721635,0.48875891022258783,0.14955640050697086
163,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
163,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.9232054342324827,13.721862670607942,0.4924160768166298,0.23931623931623933
163,0.1,baseline,0.22,True,0.5700000000000001,0.9572649572649573,336,0.17261904761904762,True,True,0.105736,True,,baseline,,,,,
163,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.9232054342324827,13.721862670607942,0.4924160768166298,0.23931623931623933
164,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
164,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.1894268644515478,114935.90099803802,0.4793912019513659,0.3125
164,0.1,baseline,0.22,True,0.55,0.9583333333333334,46,0.17391304347826086,True,True,0.115975,True,,baseline,,,,,
164,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.1894268644515478,114935.90099803802,0.4793912019513659,0.3125
165,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
165,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.8633963136801819,5.94378739887142,0.49745574879870597,0.12341772151898735
165,0.1,baseline,0.22,True,0.5700000000000001,0.9715189873417721,307,0.10423452768729642,False,True,0.113708,True,,baseline,,,,,
165,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.8633963136801819,5.94378739887142,0.49745574879870597,0.12341772151898735
166,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
166,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.516983956105829,3.961754933586287,0.4769335607534777,0.1409460105112279
166,0.1,baseline,0.22,True,0.55,0.9756330625895844,4084,0.09598432908912831,False,False,0.108932,True,,baseline,,,,,
166,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.516983956105829,3.961754933586287,0.4769335607534777,0.1409460105112279
167,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
167,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.9242230685837924,14.825512045411017,0.4749584600704083,0.22644497228820268
167,0.1,baseline,0.22,True,0.55,0.9667458432304038,1221,0.20884520884520885,True,True,0.117306,True,,baseline,,,,,
167,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,2.9242230685837924,14.825512045411017,0.4749584600704083,0.22644497228820268
168,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
168,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.582919564317416,3.5081209253579453,0.5135718828678063,0.09963768115942029
168,0.1,baseline,0.22,True,0.55,0.9836956521739131,543,0.08839779005524862,False,False,0.109869,True,,baseline,,,,,
168,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.582919564317416,3.5081209253579453,0.5135718828678063,0.09963768115942029
169,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
169,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.1204186208698454,5.881768029955306,0.4737493434238283,0.1350293542074364
169,0.1,baseline,0.22,True,0.55,0.9804305283757339,1002,0.11976047904191617,True,True,0.116455,True,,baseline,,,,,
169,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.1204186208698454,5.881768029955306,0.4737493434238283,0.1350293542074364
170,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
170,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.8049981277187462,4.592703175052248,0.4800481391546678,0.11045364891518737
170,0.1,baseline,0.22,True,0.55,0.9763313609467456,495,0.08080808080808081,False,False,0.117442,True,,baseline,,,,,
170,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.8049981277187462,4.592703175052248,0.4800481391546678,0.11045364891518737
171,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
171,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.6277608352531489,8.336942875237987,0.4653493377867212,0.12209302325581395
171,0.1,baseline,0.22,True,0.5700000000000001,0.9825581395348837,169,0.10650887573964497,False,True,0.107028,True,,baseline,,,,,
171,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.6277608352531489,8.336942875237987,0.4653493377867212,0.12209302325581395
172,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
172,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.0344825000920295,14.187174104146825,0.4888480938357399,0.18604651162790697
172,0.1,baseline,0.22,True,0.55,0.9612403100775194,124,0.14516129032258066,True,True,0.114453,True,,baseline,,,,,
172,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,1.0344825000920295,14.187174104146825,0.4888480938357399,0.18604651162790697
173,0.05,baseline,0.22,False,,0.0,0,nan,False,False,,,"{""baseline"": ""failsafe""}",,,,,,
173,0.05,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.3915801195695666,3.6254521790665133,0.49909487650242906,0.08372093023255814
173,0.1,baseline,0.22,True,0.5700000000000001,0.9837209302325581,423,0.11583924349881797,False,True,0.106801,True,,baseline,,,,,
173,0.1,bbse,0.22,False,,0.0,0,nan,False,False,,,"{""bbse"": ""failsafe""}",,failsafe,0.3915801195695666,3.6254521790665133,0.49909487650242906,0.08372093023255814
