s_u,draw,n_sites,alpha,certified,tau,coverage,n_answered,answered_err_rate,hard,exceed,rm_fresh,rm_exceed,per_site_exceed_frac,deploy_mode,decline_reason
0.5,109,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,109,208,0.1,True,0.55,0.9903660886319846,1542,0.04215304798962387,False,False,0.054596,False,0.045,baseline,
0.5,110,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,110,208,0.1,True,0.55,0.9937304075235109,951,0.04100946372239748,False,False,0.056572,False,0.03,baseline,
0.5,111,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,111,208,0.1,True,0.5700000000000001,0.9755813953488373,1678,0.032777115613825986,False,False,0.056964,False,0.035,baseline,
0.5,112,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,112,208,0.1,True,0.73,0.9211908931698775,526,0.022813688212927757,False,False,0.03852,False,0.0,bbse,
0.5,113,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,113,208,0.1,True,0.55,0.9897540983606558,483,0.06418219461697723,False,False,0.061275,False,0.11,baseline,
0.5,114,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,114,208,0.1,True,0.55,0.9852670349907919,535,0.041121495327102804,False,False,0.053522,False,0.035,baseline,
0.5,115,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,115,208,0.1,True,0.55,1.0,118,0.05084745762711865,False,False,0.06284,False,0.1,baseline,
0.5,116,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,116,208,0.1,True,0.5700000000000001,0.9713375796178344,305,0.07213114754098361,False,False,0.054894,False,0.045,baseline,
0.5,117,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,117,208,0.1,True,0.55,0.9873417721518988,78,0.02564102564102564,False,False,0.057044,False,0.045,baseline,
0.5,118,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,118,208,0.1,True,0.5900000000000001,0.9786780383795309,459,0.05228758169934641,False,False,0.053703,False,0.03,baseline,
0.5,119,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,119,208,0.1,True,0.55,0.9785522788203753,365,0.12054794520547946,False,True,0.057487,False,0.045,baseline,
0.5,120,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,120,208,0.1,True,0.55,0.9890590809628009,452,0.030973451327433628,False,False,0.057093,False,0.045,baseline,
0.5,121,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,121,208,0.1,True,0.55,0.9849187935034803,849,0.04240282685512368,False,False,0.054012,False,0.03,baseline,
0.5,122,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,122,208,0.1,True,0.55,1.0,45,0.06666666666666667,False,False,0.060783,False,0.08,baseline,
0.5,123,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,123,208,0.1,True,0.55,0.9771241830065359,1495,0.0802675585284281,False,False,0.055613,False,0.035,baseline,
0.5,124,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,124,208,0.1,True,0.55,0.98,147,0.013605442176870748,False,False,0.058747,False,0.055,baseline,
0.5,125,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,125,208,0.1,True,0.5700000000000001,0.9944444444444445,179,0.11173184357541899,False,True,0.056477,False,0.055,baseline,
0.5,126,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,126,208,0.1,True,0.55,0.984375,504,0.03968253968253968,False,False,0.056296,False,0.07,baseline,
0.5,127,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,127,208,0.1,True,0.55,0.9914163090128756,693,0.03463203463203463,False,False,0.056734,False,0.06,baseline,
0.5,128,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,128,208,0.1,True,0.55,0.9833333333333333,59,0.03389830508474576,False,False,0.057712,False,0.035,baseline,
0.5,129,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,129,208,0.1,True,0.55,0.96,24,0.0,False,False,0.056067,False,0.015,baseline,
0.5,130,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,130,208,0.1,True,0.55,0.9876160990712074,638,0.032915360501567396,False,False,0.055894,False,0.065,baseline,
0.5,131,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,131,208,0.1,True,0.55,0.9925788497217068,535,0.037383177570093455,False,False,0.057409,False,0.05,baseline,
0.5,132,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,132,208,0.1,True,0.55,0.9831932773109243,117,0.03418803418803419,False,False,0.059839,False,0.075,baseline,
0.5,133,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,133,208,0.1,True,0.55,0.9876543209876543,1440,0.04861111111111111,False,False,0.053603,False,0.035,baseline,
0.5,134,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,134,208,0.1,True,0.55,0.9876543209876543,960,0.042708333333333334,False,False,0.05821,False,0.08,baseline,
0.5,135,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,135,208,0.1,True,0.55,0.9823008849557522,222,0.08108108108108109,False,False,0.058516,False,0.05,baseline,
0.5,136,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,136,208,0.1,True,0.55,0.9853420195439739,605,0.03471074380165289,False,False,0.058831,False,0.06,baseline,
0.5,137,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,137,208,0.1,True,0.55,0.9912280701754386,226,0.061946902654867256,False,False,0.058046,False,0.04,baseline,
0.5,138,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,138,208,0.1,True,0.5900000000000001,0.9767441860465116,420,0.05476190476190476,False,False,0.052824,False,0.055,baseline,
0.5,139,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,139,208,0.1,True,0.55,0.984375,252,0.051587301587301584,False,False,0.057286,False,0.045,baseline,
0.5,140,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,140,208,0.1,True,0.55,0.9870689655172413,458,0.03711790393013101,False,False,0.057275,False,0.055,baseline,
0.5,141,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,141,208,0.1,True,0.55,0.9963768115942029,275,0.04363636363636364,False,False,0.056101,False,0.06,baseline,
0.5,142,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,142,208,0.1,True,0.55,0.9793510324483776,664,0.1144578313253012,False,True,0.058047,False,0.04,baseline,
0.5,143,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,143,208,0.1,True,0.55,0.988734835355286,1141,0.057843996494303246,False,False,0.057193,False,0.065,baseline,
0.5,144,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,144,208,0.1,True,0.55,0.9816124469589816,694,0.08357348703170028,False,False,0.057199,False,0.05,baseline,
0.5,145,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,145,208,0.1,True,0.55,0.9743589743589743,76,0.05263157894736842,False,False,0.059556,False,0.06,baseline,
0.5,146,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,146,208,0.1,True,0.55,0.9890909090909091,544,0.04963235294117647,False,False,0.057047,False,0.065,baseline,
0.5,147,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,147,208,0.1,True,0.55,0.9862542955326461,287,0.08013937282229965,False,False,0.05638,False,0.07,baseline,
0.5,148,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,148,208,0.1,True,0.55,0.9915682967959528,588,0.030612244897959183,False,False,0.055774,False,0.05,baseline,
0.5,149,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,149,208,0.1,True,0.55,0.9848993288590604,1761,0.05224304372515616,False,False,0.056071,False,0.05,baseline,
0.5,150,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,150,208,0.1,True,0.55,0.9805996472663139,1668,0.05455635491606715,False,False,0.057436,False,0.055,baseline,
0.5,151,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,151,208,0.1,True,0.55,0.9803370786516854,349,0.11461318051575932,False,True,0.05366,False,0.05,baseline,
0.5,152,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,152,208,0.1,True,0.61,0.9545454545454546,21,0.047619047619047616,False,False,0.049906,False,0.03,baseline,
0.5,153,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,153,208,0.1,True,0.61,0.9742351046698873,1815,0.020385674931129475,False,False,0.053452,False,0.05,bbse,
0.5,154,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,154,208,0.1,True,0.55,0.980352644836272,1946,0.046248715313463515,False,False,0.054927,False,0.055,baseline,
0.5,155,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,155,208,0.1,True,0.5700000000000001,0.9719626168224299,312,0.07051282051282051,False,False,0.055139,False,0.06,baseline,
0.5,156,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,156,208,0.1,True,0.55,0.9837133550488599,302,0.019867549668874173,False,False,0.055714,False,0.055,baseline,
0.5,157,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,157,208,0.1,True,0.55,0.9940119760479041,166,0.04819277108433735,False,False,0.059081,False,0.05,baseline,
0.5,158,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,158,208,0.1,True,0.55,0.9811320754716981,104,0.08653846153846154,False,False,0.058766,False,0.07,baseline,
0.5,159,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,159,208,0.1,True,0.55,0.9882352941176471,504,0.03968253968253968,False,False,0.057291,False,0.07,baseline,
0.5,160,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,160,208,0.1,True,0.5700000000000001,0.9912280701754386,565,0.03893805309734513,False,False,0.055556,False,0.055,baseline,
0.5,161,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,161,208,0.1,True,0.5700000000000001,0.9826989619377162,284,0.04929577464788732,False,False,0.05791,False,0.055,baseline,
0.5,162,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,162,208,0.1,True,0.55,0.9760479041916168,163,0.03067484662576687,False,False,0.057278,False,0.07,baseline,
0.5,163,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,163,208,0.1,True,0.55,0.979381443298969,95,0.031578947368421054,False,False,0.055534,False,0.055,baseline,
0.5,164,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,164,208,0.1,True,0.55,0.9855072463768116,2176,0.035845588235294115,False,False,0.056523,False,0.04,baseline,
0.5,165,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
0.5,165,208,0.1,True,0.55,0.9827586206896551,114,0.05263157894736842,False,False,0.05955,False,0.085,baseline,
0.5,166,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,166,208,0.1,True,0.55,0.9866666666666667,592,0.05405405405405406,False,False,0.058552,False,0.05,baseline,
0.5,167,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,167,208,0.1,True,0.5900000000000001,0.9647058823529412,82,0.06097560975609756,False,False,0.053073,False,0.035,baseline,
0.5,168,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,168,208,0.1,True,0.55,0.9857142857142858,138,0.10869565217391304,False,True,0.056012,False,0.03,baseline,
0.5,169,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,169,208,0.1,True,0.55,0.9931740614334471,291,0.037800687285223365,False,False,0.056165,False,0.04,baseline,
0.5,170,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,170,208,0.1,True,0.55,0.9908883826879271,870,0.034482758620689655,False,False,0.057068,False,0.06,baseline,
0.5,171,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,171,208,0.1,True,0.55,0.9876084262701363,1594,0.06398996235884567,False,False,0.058308,False,0.075,baseline,
0.5,172,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,172,208,0.1,True,0.55,0.9741935483870968,151,0.0728476821192053,False,False,0.060184,False,0.075,baseline,
0.5,173,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,173,208,0.1,True,0.5700000000000001,0.9810126582278481,155,0.03870967741935484,False,False,0.055457,False,0.035,baseline,
0.5,174,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,174,208,0.1,True,0.55,0.9936908517350158,315,0.047619047619047616,False,False,0.055369,False,0.06,baseline,
0.5,175,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,175,208,0.1,True,0.55,0.9829351535836177,288,0.03125,False,False,0.057276,False,0.065,baseline,
0.5,176,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,176,208,0.1,True,0.55,0.9850187265917603,263,0.06844106463878327,False,False,0.054921,False,0.05,baseline,
0.5,177,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,177,208,0.1,True,0.55,0.9956709956709957,230,0.06086956521739131,False,False,0.059086,False,0.045,baseline,
0.5,178,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,178,208,0.1,True,0.5700000000000001,0.9789343246592317,790,0.06455696202531645,False,False,0.054676,False,0.045,baseline,
0.5,179,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,179,208,0.1,True,0.5700000000000001,0.9748653500897666,543,0.06261510128913444,False,False,0.054655,False,0.045,baseline,
0.5,180,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,180,208,0.1,True,0.55,0.9869036482694107,1055,0.043601895734597156,False,False,0.0566,False,0.045,baseline,
0.5,181,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,181,208,0.1,True,0.55,0.9863013698630136,1656,0.06763285024154589,False,False,0.059244,False,0.065,baseline,
0.5,182,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,182,208,0.1,True,0.5700000000000001,0.9832985386221295,942,0.03821656050955414,False,False,0.057132,False,0.06,baseline,
0.5,183,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,183,208,0.1,True,0.55,0.9898358092259578,2532,0.03909952606635071,False,False,0.057241,False,0.08,baseline,
0.5,184,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,184,208,0.1,True,0.55,0.9774436090225563,260,0.046153846153846156,False,False,0.059029,False,0.095,baseline,
0.5,185,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,185,208,0.1,True,0.55,0.9695121951219512,159,0.0880503144654088,False,False,0.05835,False,0.045,baseline,
0.5,186,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,186,208,0.1,True,0.55,1.0,71,0.07042253521126761,False,False,0.057296,False,0.035,baseline,
0.5,187,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,187,208,0.1,True,0.55,0.9781879194630873,583,0.1183533447684391,False,True,0.057853,False,0.08,baseline,
0.5,188,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,188,208,0.1,True,0.61,0.9765625,250,0.092,False,False,0.050457,False,0.03,baseline,
0.5,189,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,189,208,0.1,True,0.55,0.9832402234636871,176,0.07954545454545454,False,False,0.058564,False,0.06,baseline,
0.5,190,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,190,208,0.1,True,0.55,0.9913793103448276,460,0.04782608695652174,False,False,0.057476,False,0.05,baseline,
0.5,191,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,191,208,0.1,True,0.55,0.9852744310575636,1472,0.046875,False,False,0.057549,False,0.05,baseline,
0.5,192,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,192,208,0.1,True,0.55,0.9939393939393939,164,0.06707317073170732,False,False,0.059913,False,0.06,baseline,
0.5,193,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,193,208,0.1,True,0.55,0.9900744416873449,399,0.05263157894736842,False,False,0.060441,False,0.075,baseline,
0.5,194,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,194,208,0.1,True,0.55,0.98,294,0.061224489795918366,False,False,0.0582,False,0.045,baseline,
0.5,195,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,195,208,0.1,True,0.55,0.992,620,0.04838709677419355,False,False,0.062123,False,0.075,baseline,
0.5,196,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,196,208,0.1,True,0.55,0.9607843137254902,49,0.24489795918367346,True,True,0.058174,False,0.075,baseline,
0.5,197,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,197,208,0.1,True,0.55,0.9810126582278481,930,0.053763440860215055,False,False,0.058839,False,0.085,baseline,
0.5,198,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,198,208,0.1,True,0.55,0.991869918699187,366,0.040983606557377046,False,False,0.055633,False,0.04,baseline,
0.5,199,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
0.5,199,208,0.1,True,0.55,0.986046511627907,212,0.03773584905660377,False,False,0.056463,False,0.045,baseline,
1.0,0,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,0,208,0.1,True,0.61,0.9669631512071156,1522,0.0519053876478318,False,False,0.055713,False,0.11,baseline,
1.0,1,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,1,208,0.1,True,0.61,0.9659090909090909,170,0.011764705882352941,False,False,0.062082,False,0.195,baseline,
1.0,2,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,2,208,0.1,True,0.61,0.9624060150375939,256,0.03125,False,False,0.05913,False,0.12,baseline,
1.0,3,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,3,208,0.1,True,0.5900000000000001,0.9375,330,0.06666666666666667,False,False,0.064641,False,0.2,baseline,
1.0,4,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,4,208,0.1,True,0.5900000000000001,0.9678407350689127,632,0.05221518987341772,False,False,0.063532,False,0.165,baseline,
1.0,5,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,5,208,0.1,True,0.55,0.9943693693693694,883,0.01812004530011325,False,False,0.06769,False,0.18,baseline,
1.0,6,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,6,208,0.1,True,0.63,0.9649122807017544,275,0.08,False,False,0.055561,False,0.115,baseline,
1.0,7,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,7,208,0.1,True,0.61,0.9734717416378316,844,0.05568720379146919,False,False,0.054983,False,0.1,baseline,
1.0,8,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,8,208,0.1,True,0.61,0.9649871904355252,1130,0.050442477876106194,False,False,0.059273,False,0.155,baseline,
1.0,9,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,9,208,0.1,True,0.5900000000000001,0.95,76,0.0,False,False,0.059024,False,0.14,baseline,
1.0,10,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,10,208,0.1,True,0.5900000000000001,0.9710144927536232,670,0.03880597014925373,False,False,0.058265,False,0.1,baseline,
1.0,11,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,11,208,0.1,True,0.79,0.9084888621312462,3018,0.015241882041086813,False,False,0.039053,False,0.07,bbse,
1.0,12,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,12,208,0.1,True,0.65,0.9564393939393939,505,0.0039603960396039604,False,False,0.049078,False,0.085,baseline,
1.0,13,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,13,208,0.1,True,0.79,0.9018759018759018,1875,0.011733333333333333,False,False,0.031811,False,0.055,bbse,
1.0,14,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,14,208,0.1,True,0.67,0.9117647058823529,62,0.11290322580645161,False,True,0.053469,False,0.125,baseline,
1.0,15,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,15,208,0.1,True,0.61,0.9606299212598425,122,0.16393442622950818,True,True,0.058067,False,0.15,baseline,
1.0,16,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,16,208,0.1,True,0.73,0.9240331491712708,669,0.01046337817638266,False,False,0.047851,False,0.11,bbse,
1.0,17,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,17,208,0.1,True,0.63,0.9518229166666666,731,0.058823529411764705,False,False,0.051752,False,0.085,baseline,
1.0,18,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,18,208,0.1,True,0.65,0.9759450171821306,284,0.02464788732394366,False,False,0.053293,False,0.115,baseline,
1.0,19,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,19,208,0.1,True,0.5900000000000001,0.9664948453608248,375,0.048,False,False,0.058109,False,0.125,baseline,
1.0,20,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,20,208,0.1,True,0.63,0.9654859218891917,1063,0.030103480714957668,False,False,0.057408,False,0.15,baseline,
