s_u,draw,n_sites,alpha,certified,tau,coverage,n_answered,answered_err_rate,hard,exceed,rm_fresh,rm_exceed,per_site_exceed_frac,deploy_mode,decline_reason
1.0,132,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,132,208,0.1,True,0.63,0.946360153256705,247,0.09716599190283401,False,False,0.057111,False,0.115,baseline,
1.0,133,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,133,208,0.1,True,0.5700000000000001,0.9823182711198428,500,0.076,False,False,0.061435,False,0.12,baseline,
1.0,134,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,134,208,0.1,True,0.55,0.9897172236503856,385,0.02077922077922078,False,False,0.070925,False,0.205,baseline,
1.0,135,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,135,208,0.1,True,0.61,0.9289340101522843,183,0.0273224043715847,False,False,0.053784,False,0.115,baseline,
1.0,136,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,136,208,0.1,True,0.5900000000000001,0.9512937595129376,625,0.0896,False,False,0.062069,False,0.155,baseline,
1.0,137,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,137,208,0.1,True,0.5900000000000001,0.9514925373134329,255,0.10980392156862745,False,True,0.060683,False,0.16,baseline,
1.0,138,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,138,208,0.1,True,0.67,0.9481605351170569,1134,0.026455026455026454,False,False,0.052531,False,0.115,bbse,
1.0,139,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,139,208,0.1,True,0.6900000000000001,0.9276595744680851,218,0.03211009174311927,False,False,0.048785,False,0.11,baseline,
1.0,140,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,140,208,0.1,True,0.61,0.9619718309859155,683,0.05856515373352855,False,False,0.05605,False,0.115,baseline,
1.0,141,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,141,208,0.1,True,0.5700000000000001,0.9756554307116105,521,0.0671785028790787,False,False,0.066282,False,0.185,baseline,
1.0,142,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,142,208,0.1,True,0.6900000000000001,0.9534883720930233,205,0.02926829268292683,False,False,0.04762,False,0.085,baseline,
1.0,143,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,143,208,0.1,True,0.67,0.919661733615222,435,0.06436781609195402,False,False,0.052784,False,0.135,baseline,
1.0,144,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,144,208,0.1,True,0.65,0.9623567921440261,588,0.008503401360544218,False,False,0.050003,False,0.07,baseline,
1.0,145,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,145,208,0.1,True,0.67,0.9133782483156881,949,0.12961011591148577,True,True,0.052556,False,0.125,baseline,
1.0,146,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,146,208,0.1,True,0.5900000000000001,0.9180327868852459,112,0.1875,True,True,0.062111,False,0.135,baseline,
1.0,147,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,147,208,0.1,True,0.63,0.9482660602615123,1668,0.0749400479616307,False,False,0.059823,False,0.15,baseline,
1.0,148,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,148,208,0.1,True,0.61,0.9523809523809523,200,0.095,False,False,0.055117,False,0.15,baseline,
1.0,149,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,149,208,0.1,True,0.5700000000000001,0.9724770642201835,106,0.02830188679245283,False,False,0.061203,False,0.12,baseline,
1.0,150,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,150,208,0.1,True,0.67,0.9558173784977909,649,0.01694915254237288,False,False,0.051931,False,0.115,baseline,
1.0,151,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,151,208,0.1,True,0.65,0.9711934156378601,472,0.0211864406779661,False,False,0.054332,False,0.14,baseline,
1.0,152,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,152,208,0.1,True,0.67,0.8736654804270463,982,0.13441955193482688,True,True,0.050224,False,0.09,baseline,
1.0,153,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,153,208,0.1,True,0.77,0.9264069264069265,428,0.004672897196261682,False,False,0.036556,False,0.04,bbse,
1.0,154,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,154,208,0.1,True,0.63,0.9584055459272097,553,0.03074141048824593,False,False,0.053615,False,0.07,baseline,
1.0,155,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,155,208,0.1,True,0.61,0.963855421686747,80,0.0375,False,False,0.056153,False,0.11,baseline,
1.0,156,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,156,208,0.1,True,0.55,0.9821656050955414,771,0.04539559014267185,False,False,0.066919,False,0.165,baseline,
1.0,157,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,157,208,0.1,True,0.67,1.0,30,0.03333333333333333,False,False,0.051864,False,0.13,baseline,
1.0,158,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,158,208,0.1,True,0.61,0.9615384615384616,175,0.05142857142857143,False,False,0.051169,False,0.085,baseline,
1.0,159,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,159,208,0.1,True,0.5900000000000001,0.9740853658536586,1917,0.03390714658320292,False,False,0.062505,False,0.185,baseline,
1.0,160,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,160,208,0.1,True,0.5900000000000001,0.9720062208398134,625,0.0432,False,False,0.061143,False,0.16,baseline,
1.0,161,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,161,208,0.1,True,0.67,0.9183168316831684,371,0.11320754716981132,False,True,0.055817,False,0.155,baseline,
1.0,162,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,162,208,0.1,True,0.6900000000000001,0.9436033308099925,2493,0.01965503409546731,False,False,0.048066,False,0.115,baseline,
1.0,163,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,163,208,0.1,True,0.65,0.9290780141843972,262,0.04198473282442748,False,False,0.051196,False,0.08,baseline,
1.0,164,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,164,208,0.1,True,0.61,0.9507692307692308,618,0.04854368932038835,False,False,0.05557,False,0.11,baseline,
1.0,165,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,165,208,0.1,True,0.6900000000000001,0.925531914893617,87,0.08045977011494253,False,False,0.043444,False,0.06,baseline,
1.0,166,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,166,208,0.1,True,0.63,0.9642857142857143,27,0.0,False,False,0.059169,False,0.125,baseline,
1.0,167,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,167,208,0.1,True,0.61,0.9624,4812,0.043848711554447216,False,False,0.0561,False,0.13,baseline,
1.0,168,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,168,208,0.1,True,0.5700000000000001,0.9850931677018634,793,0.03909205548549811,False,False,0.056953,False,0.14,baseline,
1.0,169,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,169,208,0.1,True,0.5700000000000001,0.96875,31,0.03225806451612903,False,False,0.068469,False,0.18,baseline,
1.0,170,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,170,208,0.1,True,0.5900000000000001,0.963265306122449,236,0.038135593220338986,False,False,0.059031,False,0.125,baseline,
1.0,171,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,171,208,0.1,True,0.55,0.9821673525377229,716,0.04329608938547486,False,False,0.06615,False,0.185,baseline,
1.0,172,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,172,208,0.1,True,0.5900000000000001,0.9512195121951219,39,0.1794871794871795,True,True,0.060477,False,0.16,baseline,
1.0,173,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,173,208,0.1,True,0.55,0.95,19,0.05263157894736842,False,False,0.068158,False,0.195,baseline,
1.0,174,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,174,208,0.1,True,0.5700000000000001,0.990909090909091,218,0.05963302752293578,False,False,0.063558,False,0.16,baseline,
1.0,175,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,175,208,0.1,True,0.5900000000000001,0.9766949152542372,922,0.02386117136659436,False,False,0.063521,False,0.17,baseline,
1.0,176,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,176,208,0.1,True,0.67,0.9683908045977011,337,0.03857566765578635,False,False,0.04933,False,0.1,baseline,
1.0,177,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,177,208,0.1,True,0.5900000000000001,0.9545454545454546,105,0.10476190476190476,False,True,0.062827,False,0.17,baseline,
1.0,178,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,178,208,0.1,True,0.55,0.9935064935064936,153,0.032679738562091505,False,False,0.06649,False,0.155,baseline,
1.0,179,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,179,208,0.1,True,0.67,0.9689119170984456,187,0.0374331550802139,False,False,0.054774,False,0.145,baseline,
1.0,180,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,180,208,0.1,True,0.5900000000000001,0.9555555555555556,301,0.0664451827242525,False,False,0.062843,False,0.145,baseline,
1.0,181,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,181,208,0.1,True,0.6900000000000001,0.9377777777777778,633,0.04107424960505529,False,False,0.050836,False,0.125,baseline,
1.0,182,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,182,208,0.1,True,0.5700000000000001,0.9773584905660377,777,0.01673101673101673,False,False,0.063792,False,0.17,baseline,
1.0,183,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,183,208,0.1,True,0.71,0.9166666666666666,33,0.0,False,False,0.047221,False,0.125,baseline,
1.0,184,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,184,208,0.1,True,0.77,0.9173478655767484,1010,0.015841584158415842,False,False,0.038254,False,0.055,bbse,
1.0,185,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,185,208,0.1,True,0.5900000000000001,0.9444444444444444,153,0.05228758169934641,False,False,0.056943,False,0.12,baseline,
1.0,186,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,186,208,0.1,True,0.61,0.9769938650306749,637,0.04081632653061224,False,False,0.066457,False,0.215,baseline,
1.0,187,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,187,208,0.1,True,0.63,0.9516129032258065,118,0.0423728813559322,False,False,0.054541,False,0.11,baseline,
1.0,188,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,188,208,0.1,True,0.5900000000000001,0.990909090909091,109,0.01834862385321101,False,False,0.058328,False,0.13,baseline,
1.0,189,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,189,208,0.1,True,0.61,0.9571678321678322,1095,0.03561643835616438,False,False,0.058872,False,0.125,baseline,
1.0,190,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,190,208,0.1,True,0.71,0.9509043927648578,368,0.002717391304347826,False,False,0.052334,False,0.115,baseline,
1.0,191,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,191,208,0.1,True,0.61,0.9542440318302388,1439,0.11952744961779013,True,True,0.060241,False,0.12,baseline,
1.0,192,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,192,208,0.1,True,0.55,0.9844961240310077,127,0.05511811023622047,False,False,0.067707,False,0.17,baseline,
1.0,193,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,193,208,0.1,True,0.63,0.9333333333333333,56,0.07142857142857142,False,False,0.057234,False,0.15,baseline,
1.0,194,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,194,208,0.1,True,0.63,0.9318181818181818,41,0.024390243902439025,False,False,0.05316,False,0.075,baseline,
1.0,195,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,195,208,0.1,True,0.61,0.9782608695652174,90,0.03333333333333333,False,False,0.055342,False,0.115,baseline,
1.0,196,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,196,208,0.1,True,0.65,0.95,247,0.024291497975708502,False,False,0.053852,False,0.12,baseline,
1.0,197,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,197,208,0.1,True,0.5700000000000001,0.9840425531914894,370,0.013513513513513514,False,False,0.06625,False,0.165,baseline,
1.0,198,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,198,208,0.1,True,0.5900000000000001,0.9466,4733,0.13543207268117474,True,True,0.06399,False,0.18,baseline,
1.0,199,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,199,208,0.1,True,0.65,0.943502824858757,167,0.03592814371257485,False,False,0.055691,False,0.12,baseline,
2.0,0,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,0,208,0.1,True,0.77,0.8148148148148148,44,0.0,False,False,0.050205,False,0.155,baseline,
2.0,1,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,1,208,0.1,True,0.79,0.7610062893081762,242,0.07024793388429752,False,False,0.042922,False,0.1,baseline,
2.0,2,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,2,208,0.1,True,0.75,0.8257575757575758,109,0.05504587155963303,False,False,0.050195,False,0.175,baseline,
2.0,3,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,3,208,0.1,True,0.73,0.8666035950804163,916,0.026200873362445413,False,False,0.055728,False,0.11,baseline,
2.0,4,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,4,208,0.1,True,0.73,0.8758169934640523,134,0.03731343283582089,False,False,0.05793,False,0.19,baseline,
2.0,5,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,5,208,0.1,True,0.6900000000000001,0.8863636363636364,156,0.04487179487179487,False,False,0.064978,False,0.25,baseline,
2.0,6,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,6,208,0.1,True,0.67,0.9100817438692098,334,0.02694610778443114,False,False,0.063859,False,0.185,baseline,
2.0,7,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,7,208,0.1,True,0.77,0.8764752163650669,1114,0.02064631956912029,False,False,0.051261,False,0.185,baseline,
2.0,8,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,8,208,0.1,True,0.67,0.9142857142857143,160,0.06875,False,False,0.061004,False,0.185,baseline,
2.0,9,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,9,208,0.1,True,0.75,0.9166666666666666,77,0.0,False,False,0.053118,False,0.19,baseline,
2.0,10,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,10,208,0.1,True,0.8300000000000001,0.926829268292683,38,0.02631578947368421,False,False,0.037824,False,0.125,baseline,
2.0,11,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,11,208,0.1,True,0.75,0.6928104575163399,106,0.2358490566037736,True,True,0.052402,False,0.16,baseline,
2.0,12,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,12,208,0.1,True,0.73,0.8306857807051531,2144,0.06716417910447761,False,False,0.053229,False,0.085,baseline,
2.0,13,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,13,208,0.1,True,0.81,0.8813018506700702,1381,0.007965242577842143,False,False,0.047028,False,0.185,baseline,
2.0,14,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,14,208,0.1,True,0.75,0.8930008045052292,1110,0.015315315315315315,False,False,0.05101,False,0.14,baseline,
2.0,15,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,15,208,0.1,True,0.75,0.9387755102040817,184,0.021739130434782608,False,False,0.055534,False,0.215,baseline,
2.0,16,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,16,208,0.1,True,0.75,0.7565217391304347,87,0.1839080459770115,True,True,0.050469,False,0.14,baseline,
2.0,17,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,17,208,0.1,True,0.6900000000000001,0.9057017543859649,413,0.024213075060532687,False,False,0.056616,False,0.16,baseline,
2.0,18,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,18,208,0.1,True,0.81,0.7885714285714286,138,0.057971014492753624,False,False,0.041388,False,0.13,baseline,
2.0,19,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,19,208,0.1,True,0.8300000000000001,0.8382352941176471,57,0.0,False,False,0.03623,False,0.135,baseline,
2.0,20,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,20,208,0.1,True,0.67,0.9030131826741996,1918,0.06360792492179354,False,False,0.065515,False,0.23,baseline,
2.0,21,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,21,208,0.1,True,0.75,0.8628691983122363,1636,0.023227383863080684,False,False,0.050855,False,0.15,bbse,
2.0,22,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,22,208,0.1,True,0.6900000000000001,0.8977272727272727,158,0.03164556962025317,False,False,0.058941,False,0.18,baseline,
2.0,23,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,23,208,0.1,True,0.73,0.8819444444444444,635,0.050393700787401574,False,False,0.054497,False,0.175,baseline,
2.0,24,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,24,208,0.1,True,0.6900000000000001,0.8091603053435115,636,0.14937106918238993,True,True,0.062997,False,0.215,baseline,
2.0,25,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,25,208,0.1,True,0.81,0.8184154175588865,1911,0.06698063840920984,False,False,0.049983,False,0.175,baseline,
2.0,26,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,26,208,0.1,True,0.71,0.8707482993197279,384,0.07291666666666667,False,False,0.054434,False,0.18,baseline,
2.0,27,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,27,208,0.1,True,0.6900000000000001,0.8479638009049774,937,0.10992529348986126,False,True,0.068671,False,0.265,baseline,
2.0,28,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,28,208,0.1,True,0.75,0.7423428264373992,2763,0.21208830980817953,True,True,0.058541,False,0.225,baseline,
2.0,29,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,29,208,0.1,True,0.71,0.836552748885587,563,0.0994671403197158,False,False,0.062066,False,0.21,baseline,
2.0,30,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,30,208,0.1,True,0.75,0.7793103448275862,113,0.168141592920354,True,True,0.050469,False,0.18,baseline,
2.0,31,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,31,208,0.1,True,0.71,0.8368495077355836,595,0.12436974789915967,True,True,0.057011,False,0.18,baseline,
2.0,32,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,32,208,0.1,True,0.77,0.8910891089108911,360,0.002777777777777778,False,False,0.045351,False,0.155,baseline,
2.0,33,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,33,208,0.1,True,0.71,0.9288256227758007,261,0.034482758620689655,False,False,0.052717,False,0.14,baseline,
2.0,34,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,34,208,0.1,True,0.75,0.664720027481965,1935,0.26356589147286824,True,True,0.049107,False,0.165,baseline,
2.0,35,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,35,208,0.1,True,0.71,0.7686567164179104,103,0.14563106796116504,False,True,0.055738,False,0.16,baseline,
2.0,36,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,36,208,0.1,True,0.81,0.897196261682243,96,0.010416666666666666,False,False,0.039227,False,0.135,baseline,
2.0,37,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,37,208,0.1,True,0.71,0.9336734693877551,183,0.01092896174863388,False,False,0.046944,False,0.12,baseline,
2.0,38,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,38,208,0.1,True,0.75,0.6461538461538462,42,0.19047619047619047,True,True,0.055234,False,0.195,baseline,
2.0,39,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,39,208,0.1,True,0.67,0.8702290076335878,114,0.043859649122807015,False,False,0.066847,False,0.21,baseline,
2.0,40,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,40,208,0.1,True,0.89,0.867741935483871,269,0.0037174721189591076,False,False,0.039029,False,0.16,baseline,
2.0,41,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,41,208,0.1,True,0.77,0.8700934579439252,2793,0.021482277121374866,False,False,0.047242,False,0.12,baseline,
2.0,42,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,42,208,0.1,True,0.81,0.8461538461538461,22,0.045454545454545456,False,False,0.048943,False,0.21,baseline,
