draw,alpha,certified,tau,coverage,n_answered,answered_err_rate,hard,exceed,rm_fresh,rm_exceed,deploy_mode,decline_reason
129,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
129,0.1,True,0.55,0.9871794871794872,462,0.10606060606060606,False,True,0.173872,True,baseline,
130,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
130,0.1,True,0.55,1.0,46,0.2608695652173913,True,True,0.16922,True,baseline,
131,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
131,0.1,True,0.5700000000000001,0.975669099756691,401,0.24688279301745636,True,True,0.159142,True,baseline,
132,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
132,0.1,True,0.5700000000000001,0.9634146341463414,79,0.0759493670886076,False,False,0.168117,True,baseline,
133,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
133,0.1,True,0.55,0.9938461538461538,646,0.24458204334365324,True,True,0.172894,True,baseline,
134,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
134,0.1,True,0.55,0.9832869080779945,353,0.1671388101983003,True,True,0.16143,True,baseline,
135,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
135,0.1,True,0.55,0.9809160305343512,257,0.17509727626459143,True,True,0.158075,True,baseline,
136,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
136,0.1,True,0.55,0.9904458598726115,311,0.09003215434083602,False,False,0.157808,True,baseline,
137,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
137,0.1,True,0.55,0.9864559819413092,437,0.14874141876430205,True,True,0.16164,True,baseline,
138,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
138,0.1,True,0.55,0.9851063829787234,463,0.18142548596112312,True,True,0.167788,True,baseline,
139,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
139,0.1,True,0.5700000000000001,0.986449864498645,364,0.1813186813186813,True,True,0.169274,True,baseline,
140,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
140,0.1,True,0.55,0.9777777777777777,88,0.1590909090909091,True,True,0.163241,True,baseline,
141,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
141,0.1,True,0.55,0.9832775919732442,294,0.20748299319727892,True,True,0.163364,True,baseline,
142,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
142,0.1,True,0.5900000000000001,0.9727891156462585,429,0.22377622377622378,True,True,0.158375,True,baseline,
143,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
143,0.1,True,0.55,0.9898255813953488,681,0.15418502202643172,True,True,0.161256,True,baseline,
144,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
144,0.1,True,0.55,0.9896373056994818,382,0.20157068062827224,True,True,0.17553,True,baseline,
145,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
145,0.1,True,0.55,0.975609756097561,200,0.21,True,True,0.156287,True,baseline,
146,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
146,0.1,True,0.55,0.9886480908152735,958,0.18997912317327767,True,True,0.16433,True,baseline,
147,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
147,0.1,True,0.55,0.9822888283378747,2163,0.18723994452149792,True,True,0.16551,True,baseline,
148,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
148,0.1,True,0.55,0.9832635983263598,470,0.1595744680851064,True,True,0.167879,True,baseline,
149,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
149,0.1,True,0.55,0.9870782483847811,2750,0.1741818181818182,True,True,0.16358,True,baseline,
150,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
150,0.1,True,0.55,0.9912663755458515,227,0.13215859030837004,False,True,0.165038,True,baseline,
151,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
151,0.1,True,0.55,0.9912663755458515,227,0.22466960352422907,True,True,0.167153,True,baseline,
152,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
152,0.1,True,0.55,0.9783653846153846,814,0.2321867321867322,True,True,0.174257,True,baseline,
153,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
153,0.1,True,0.55,0.9846,4923,0.18240910014218972,True,True,0.166336,True,baseline,
154,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
154,0.1,True,0.55,0.9818780889621087,1192,0.09731543624161074,False,False,0.163788,True,baseline,
155,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
155,0.1,True,0.55,0.9857932123125493,1249,0.1297037630104083,True,True,0.16748,True,baseline,
156,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
156,0.1,True,0.55,0.9941176470588236,338,0.22485207100591717,True,True,0.167809,True,baseline,
157,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
157,0.1,True,0.55,1.0,86,0.06976744186046512,False,False,0.161794,True,baseline,
158,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
158,0.1,True,0.55,0.9886104783599089,434,0.18663594470046083,True,True,0.159411,True,baseline,
159,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
159,0.1,True,0.55,0.9873417721518988,234,0.20085470085470086,True,True,0.164066,True,baseline,
160,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
160,0.1,True,0.55,0.9920318725099602,498,0.09437751004016064,False,False,0.172329,True,baseline,
161,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
161,0.1,True,0.55,1.0,191,0.11518324607329843,False,True,0.165998,True,baseline,
162,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
162,0.1,True,0.55,0.9874551971326165,551,0.16152450090744103,True,True,0.168585,True,baseline,
163,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
163,0.1,True,0.55,1.0,84,0.16666666666666666,True,True,0.170744,True,baseline,
164,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
164,0.1,True,0.55,0.9860359076660017,3460,0.16618497109826588,True,True,0.167182,True,baseline,
165,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
165,0.1,True,0.5700000000000001,0.979253112033195,236,0.21610169491525424,True,True,0.164753,True,baseline,
166,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
166,0.1,True,0.55,0.9845360824742269,191,0.225130890052356,True,True,0.164304,True,baseline,
167,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
167,0.1,True,0.55,0.9830188679245283,521,0.11900191938579655,False,True,0.163327,True,baseline,
168,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
168,0.1,True,0.55,0.9860248447204969,635,0.2015748031496063,True,True,0.164748,True,baseline,
169,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
169,0.1,True,0.5700000000000001,0.979381443298969,190,0.16842105263157894,True,True,0.162544,True,baseline,
170,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
170,0.1,True,0.55,0.9776876267748479,482,0.14730290456431536,True,True,0.169778,True,baseline,
171,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
171,0.1,True,0.55,0.9858982219497241,1608,0.1890547263681592,True,True,0.165752,True,baseline,
172,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
172,0.1,True,0.55,0.9800995024875622,394,0.24873096446700507,True,True,0.168295,True,baseline,
173,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
173,0.1,True,0.55,0.9806629834254144,355,0.18591549295774648,True,True,0.157622,True,baseline,
174,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
174,0.1,True,0.55,0.9816216216216216,908,0.16079295154185022,True,True,0.164183,True,baseline,
175,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
175,0.1,True,0.55,0.9555555555555556,43,0.20930232558139536,True,True,0.168711,True,baseline,
176,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
176,0.1,True,0.55,0.9856115107913669,137,0.06569343065693431,False,False,0.165247,True,baseline,
177,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
177,0.1,True,0.55,1.0,93,0.0967741935483871,False,False,0.165352,True,baseline,
178,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
178,0.1,True,0.55,0.9826086956521739,113,0.18584070796460178,True,True,0.161445,True,baseline,
179,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
179,0.1,True,0.55,0.9692307692307692,567,0.26278659611992944,True,True,0.16454,True,baseline,
180,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
180,0.1,True,0.5700000000000001,0.9870466321243523,381,0.17060367454068243,True,True,0.159202,True,baseline,
181,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
181,0.1,True,0.55,0.9917695473251029,241,0.18672199170124482,True,True,0.166549,True,baseline,
182,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
182,0.1,True,0.55,0.9884615384615385,257,0.1517509727626459,True,True,0.168577,True,baseline,
183,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
183,0.1,True,0.55,0.9815950920245399,160,0.14375,True,True,0.167189,True,baseline,
184,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
184,0.1,True,0.55,0.9871794871794872,308,0.19805194805194806,True,True,0.172494,True,baseline,
185,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
185,0.1,True,0.55,0.9876543209876543,240,0.15,True,True,0.158641,True,baseline,
186,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
186,0.1,True,0.5700000000000001,0.9816446402349486,1337,0.11219147344801796,False,True,0.162147,True,bbse,
187,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
187,0.1,True,0.55,0.9708029197080292,133,0.18796992481203006,True,True,0.164639,True,baseline,
188,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
188,0.1,True,0.55,0.9936908517350158,315,0.17777777777777778,True,True,0.163832,True,baseline,
189,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
189,0.1,True,0.5700000000000001,0.9846517119244392,1668,0.1696642685851319,True,True,0.169144,True,baseline,
190,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
190,0.1,True,0.55,0.9831932773109243,468,0.14957264957264957,True,True,0.169457,True,baseline,
191,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
191,0.1,True,0.55,1.0,96,0.09375,False,False,0.167792,True,baseline,
192,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
192,0.1,True,0.55,0.9723926380368099,317,0.0914826498422713,False,False,0.162276,True,baseline,
193,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
193,0.1,True,0.55,0.9845201238390093,318,0.18867924528301888,True,True,0.165885,True,baseline,
194,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
194,0.1,True,0.55,0.993573264781491,1546,0.0705045278137128,False,False,0.161956,True,baseline,
195,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
195,0.1,True,0.55,1.0,160,0.15625,True,True,0.167023,True,baseline,
196,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
196,0.1,True,0.55,1.0,93,0.0967741935483871,False,False,0.168042,True,baseline,
197,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
197,0.1,True,0.5700000000000001,0.9749430523917996,856,0.24532710280373832,True,True,0.165195,True,baseline,
198,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
198,0.1,True,0.5700000000000001,0.921875,59,0.13559322033898305,False,True,0.158476,True,baseline,
199,0.05,False,,0.0,0,nan,False,False,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
199,0.1,True,0.55,0.9786096256684492,183,0.15300546448087432,True,True,0.169488,True,baseline,
