s_u,draw,alpha,unit,certified,tau,coverage,rm_fresh,rm_exceed
0.5,127,0.1,record,True,0.55,0.9846,0.060986,False
0.5,128,0.05,site,False,,,,
0.5,128,0.05,record,True,0.65,0.9472,0.045308,False
0.5,128,0.1,site,True,0.55,0.9834,0.057666,False
0.5,128,0.1,record,True,0.55,0.9834,0.057666,False
0.5,129,0.05,site,False,,,,
0.5,129,0.05,record,True,0.65,0.9475,0.04372,False
0.5,129,0.1,site,True,0.55,0.9838,0.05741,False
0.5,129,0.1,record,True,0.55,0.9838,0.05741,False
0.5,130,0.05,site,False,,,,
0.5,130,0.05,record,True,0.63,0.9598,0.051392,True
0.5,130,0.1,site,True,0.55,0.9851,0.060493,False
0.5,130,0.1,record,True,0.55,0.9851,0.060493,False
0.5,131,0.05,site,False,,,,
0.5,131,0.05,record,True,0.77,0.9081,0.033829,False
0.5,131,0.1,site,True,0.55,0.9856,0.057385,False
0.5,131,0.1,record,True,0.55,0.9856,0.057385,False
0.5,132,0.05,site,False,,,,
0.5,132,0.05,record,True,0.67,0.9442,0.042881,False
0.5,132,0.1,site,True,0.55,0.9846,0.057309,False
0.5,132,0.1,record,True,0.55,0.9846,0.057309,False
0.5,133,0.05,site,False,,,,
0.5,133,0.05,record,True,0.79,0.903,0.029889,False
0.5,133,0.1,site,True,0.55,0.9863,0.054491,False
0.5,133,0.1,record,True,0.55,0.9863,0.054491,False
0.5,134,0.05,site,False,,,,
0.5,134,0.05,record,True,0.81,0.8788,0.029439,False
0.5,134,0.1,site,True,0.55,0.9846,0.05976,False
0.5,134,0.1,record,True,0.55,0.9846,0.05976,False
0.5,135,0.05,site,False,,,,
0.5,135,0.05,record,True,0.79,0.8943,0.029284,False
0.5,135,0.1,site,True,0.55,0.9851,0.055901,False
0.5,135,0.1,record,True,0.55,0.9851,0.055901,False
0.5,136,0.05,site,False,,,,
0.5,136,0.05,record,True,0.65,0.9548,0.047624,False
0.5,136,0.1,site,True,0.55,0.9855,0.058665,False
0.5,136,0.1,record,True,0.55,0.9855,0.058665,False
0.5,137,0.05,site,False,,,,
0.5,137,0.05,record,True,0.77,0.9043,0.032663,False
0.5,137,0.1,site,True,0.55,0.9845,0.056385,False
0.5,137,0.1,record,True,0.55,0.9845,0.056385,False
0.5,138,0.05,site,False,,,,
0.5,138,0.05,record,True,0.81,0.8796,0.028843,False
0.5,138,0.1,site,True,0.57,0.9786,0.05583,False
0.5,138,0.1,record,True,0.55,0.9847,0.058266,False
0.5,139,0.05,site,False,,,,
0.5,139,0.05,record,True,0.77,0.8988,0.03271,False
0.5,139,0.1,site,True,0.55,0.9838,0.056988,False
0.5,139,0.1,record,True,0.55,0.9838,0.056988,False
0.5,140,0.05,site,False,,,,
0.5,140,0.05,record,True,0.67,0.9414,0.041463,False
0.5,140,0.1,site,True,0.55,0.9837,0.055705,False
0.5,140,0.1,record,True,0.55,0.9837,0.055705,False
0.5,141,0.05,site,False,,,,
0.5,141,0.05,record,True,0.69,0.9395,0.04165,False
0.5,141,0.1,site,True,0.55,0.9852,0.057671,False
0.5,141,0.1,record,True,0.55,0.9852,0.057671,False
0.5,142,0.05,site,False,,,,
0.5,142,0.05,record,True,0.79,0.8858,0.032109,False
0.5,142,0.1,site,True,0.55,0.9839,0.05921,False
0.5,142,0.1,record,True,0.55,0.9839,0.05921,False
0.5,143,0.05,site,False,,,,
0.5,143,0.05,record,True,0.69,0.941,0.043858,False
0.5,143,0.1,site,True,0.55,0.9855,0.058771,False
0.5,143,0.1,record,True,0.55,0.9855,0.058771,False
0.5,144,0.05,site,False,,,,
0.5,144,0.05,record,True,0.75,0.9108,0.03799,False
0.5,144,0.1,site,True,0.55,0.9843,0.061713,False
0.5,144,0.1,record,True,0.55,0.9843,0.061713,False
0.5,145,0.05,site,False,,,,
0.5,145,0.05,record,True,0.67,0.9439,0.041789,False
0.5,145,0.1,site,True,0.57,0.9786,0.053591,False
0.5,145,0.1,record,True,0.55,0.9849,0.055977,False
0.5,146,0.05,site,False,,,,
0.5,146,0.05,record,True,0.81,0.8848,0.027484,False
0.5,146,0.1,site,True,0.55,0.9856,0.055168,False
0.5,146,0.1,record,True,0.55,0.9856,0.055168,False
0.5,147,0.05,site,False,,,,
0.5,147,0.05,record,True,0.75,0.9178,0.034637,False
0.5,147,0.1,site,True,0.55,0.9859,0.0562,False
0.5,147,0.1,record,True,0.55,0.9859,0.0562,False
0.5,148,0.05,site,False,,,,
0.5,148,0.05,record,True,0.75,0.9187,0.036072,False
0.5,148,0.1,site,True,0.55,0.9855,0.057882,False
0.5,148,0.1,record,True,0.55,0.9855,0.057882,False
0.5,149,0.05,site,False,,,,
0.5,149,0.05,record,True,0.65,0.9538,0.046982,False
0.5,149,0.1,site,True,0.55,0.9851,0.057989,False
0.5,149,0.1,record,True,0.55,0.9851,0.057989,False
0.5,150,0.05,site,False,,,,
0.5,150,0.05,record,True,0.81,0.8838,0.028882,False
0.5,150,0.1,site,True,0.55,0.9847,0.059286,False
0.5,150,0.1,record,True,0.55,0.9847,0.059286,False
0.5,151,0.05,site,False,,,,
0.5,151,0.05,record,True,0.67,0.9453,0.04545,False
0.5,151,0.1,site,True,0.55,0.9852,0.059611,False
0.5,151,0.1,record,True,0.55,0.9852,0.059611,False
0.5,152,0.05,site,False,,,,
0.5,152,0.05,record,True,0.73,0.9253,0.039243,False
0.5,152,0.1,site,True,0.55,0.9854,0.059379,False
0.5,152,0.1,record,True,0.55,0.9854,0.059379,False
0.5,153,0.05,site,False,,,,
0.5,153,0.05,record,True,0.81,0.8873,0.029643,False
0.5,153,0.1,site,True,0.55,0.9857,0.056871,False
0.5,153,0.1,record,True,0.55,0.9857,0.056871,False
0.5,154,0.05,site,False,,,,
0.5,154,0.05,record,True,0.71,0.9323,0.038625,False
0.5,154,0.1,site,True,0.55,0.9849,0.055506,False
0.5,154,0.1,record,True,0.55,0.9849,0.055506,False
0.5,155,0.05,site,False,,,,
0.5,155,0.05,record,True,0.79,0.8951,0.028138,False
0.5,155,0.1,site,True,0.55,0.9852,0.054826,False
0.5,155,0.1,record,True,0.55,0.9852,0.054826,False
0.5,156,0.05,site,False,,,,
0.5,156,0.05,record,True,0.71,0.926,0.038221,False
0.5,156,0.1,site,True,0.55,0.9844,0.056593,False
0.5,156,0.1,record,True,0.55,0.9844,0.056593,False
0.5,157,0.05,site,False,,,,
0.5,157,0.05,record,True,0.79,0.8959,0.030604,False
0.5,157,0.1,site,True,0.55,0.985,0.05793,False
0.5,157,0.1,record,True,0.55,0.985,0.05793,False
0.5,158,0.05,site,False,,,,
0.5,158,0.05,record,True,0.77,0.9052,0.032993,False
0.5,158,0.1,site,True,0.55,0.9854,0.05753,False
0.5,158,0.1,record,True,0.55,0.9854,0.05753,False
0.5,159,0.05,site,False,,,,
0.5,159,0.05,record,True,0.71,0.9302,0.039378,False
0.5,159,0.1,site,True,0.55,0.9847,0.057202,False
0.5,159,0.1,record,True,0.55,0.9847,0.057202,False
0.5,160,0.05,site,False,,,,
0.5,160,0.05,record,True,0.69,0.9383,0.046284,False
0.5,160,0.1,site,True,0.55,0.9846,0.062704,False
0.5,160,0.1,record,True,0.55,0.9846,0.062704,False
0.5,161,0.05,site,False,,,,
0.5,161,0.05,record,True,0.71,0.9358,0.041469,False
0.5,161,0.1,site,True,0.55,0.986,0.059186,False
0.5,161,0.1,record,True,0.55,0.986,0.059186,False
0.5,162,0.05,site,False,,,,
0.5,162,0.05,record,True,0.69,0.937,0.04172,False
0.5,162,0.1,site,True,0.55,0.985,0.057057,False
0.5,162,0.1,record,True,0.55,0.985,0.057057,False
0.5,163,0.05,site,False,,,,
0.5,163,0.05,record,True,0.63,0.96,0.04898,False
0.5,163,0.1,site,True,0.55,0.9848,0.058433,False
0.5,163,0.1,record,True,0.55,0.9848,0.058433,False
0.5,164,0.05,site,False,,,,
0.5,164,0.05,record,True,0.73,0.9226,0.037715,False
0.5,164,0.1,site,True,0.55,0.9848,0.057621,False
0.5,164,0.1,record,True,0.55,0.9848,0.057621,False
0.5,165,0.05,site,False,,,,
0.5,165,0.05,record,True,0.75,0.9237,0.036559,False
0.5,165,0.1,site,True,0.55,0.9871,0.057486,False
0.5,165,0.1,record,True,0.55,0.9871,0.057486,False
0.5,166,0.05,site,False,,,,
0.5,166,0.05,record,True,0.69,0.9356,0.041177,False
0.5,166,0.1,site,True,0.55,0.9839,0.057864,False
0.5,166,0.1,record,True,0.55,0.9839,0.057864,False
0.5,167,0.05,site,False,,,,
0.5,167,0.05,record,True,0.71,0.932,0.043427,False
0.5,167,0.1,site,True,0.55,0.9855,0.061472,False
0.5,167,0.1,record,True,0.55,0.9855,0.061472,False
0.5,168,0.05,site,False,,,,
0.5,168,0.05,record,True,0.77,0.9086,0.033298,False
0.5,168,0.1,site,True,0.57,0.9801,0.054865,False
0.5,168,0.1,record,True,0.55,0.9858,0.05711,False
0.5,169,0.05,site,False,,,,
0.5,169,0.05,record,True,0.75,0.9133,0.036352,False
0.5,169,0.1,site,True,0.57,0.9782,0.056111,False
0.5,169,0.1,record,True,0.55,0.9845,0.058792,False
0.5,170,0.05,site,False,,,,
0.5,170,0.05,record,True,0.75,0.9167,0.035383,False
0.5,170,0.1,site,True,0.57,0.9796,0.054975,False
0.5,170,0.1,record,True,0.55,0.9855,0.057099,False
0.5,171,0.05,site,False,,,,
0.5,171,0.05,record,True,0.73,0.9292,0.038378,False
0.5,171,0.1,site,True,0.57,0.9805,0.054911,False
0.5,171,0.1,record,True,0.55,0.9863,0.057198,False
0.5,172,0.05,site,False,,,,
0.5,172,0.05,record,True,0.69,0.9357,0.040518,False
0.5,172,0.1,site,True,0.55,0.9839,0.056163,False
0.5,172,0.1,record,True,0.55,0.9839,0.056163,False
0.5,173,0.05,site,False,,,,
0.5,173,0.05,record,True,0.69,0.9375,0.042437,False
0.5,173,0.1,site,True,0.55,0.9846,0.05874,False
0.5,173,0.1,record,True,0.55,0.9846,0.05874,False
0.5,174,0.05,site,False,,,,
0.5,174,0.05,record,True,0.69,0.9398,0.042271,False
0.5,174,0.1,site,True,0.55,0.9852,0.057913,False
0.5,174,0.1,record,True,0.55,0.9852,0.057913,False
0.5,175,0.05,site,False,,,,
0.5,175,0.05,record,True,0.67,0.9488,0.043079,False
0.5,175,0.1,site,True,0.55,0.9858,0.055371,False
0.5,175,0.1,record,True,0.55,0.9858,0.055371,False
0.5,176,0.05,site,False,,,,
0.5,176,0.05,record,True,0.79,0.8936,0.029479,False
0.5,176,0.1,site,True,0.55,0.9846,0.056121,False
0.5,176,0.1,record,True,0.55,0.9846,0.056121,False
0.5,177,0.05,site,False,,,,
0.5,177,0.05,record,True,0.79,0.8895,0.0307,False
0.5,177,0.1,site,True,0.55,0.9848,0.058115,False
0.5,177,0.1,record,True,0.55,0.9848,0.058115,False
0.5,178,0.05,site,False,,,,
0.5,178,0.05,record,True,0.69,0.9398,0.040138,False
0.5,178,0.1,site,True,0.55,0.9848,0.055584,False
0.5,178,0.1,record,True,0.55,0.9848,0.055584,False
0.5,179,0.05,site,False,,,,
0.5,179,0.05,record,True,0.71,0.9329,0.03941,False
0.5,179,0.1,site,True,0.55,0.9853,0.05793,False
0.5,179,0.1,record,True,0.55,0.9853,0.05793,False
0.5,180,0.05,site,False,,,,
0.5,180,0.05,record,True,0.79,0.8923,0.030462,False
0.5,180,0.1,site,True,0.55,0.9851,0.057448,False
0.5,180,0.1,record,True,0.55,0.9851,0.057448,False
0.5,181,0.05,site,False,,,,
0.5,181,0.05,record,True,0.71,0.9305,0.039453,False
0.5,181,0.1,site,True,0.55,0.9851,0.057345,False
0.5,181,0.1,record,True,0.55,0.9851,0.057345,False
0.5,182,0.05,site,False,,,,
0.5,182,0.05,record,True,0.77,0.913,0.033412,False
0.5,182,0.1,site,True,0.55,0.9867,0.057073,False
0.5,182,0.1,record,True,0.55,0.9867,0.057073,False
0.5,183,0.05,site,False,,,,
0.5,183,0.05,record,True,0.77,0.9047,0.032529,False
0.5,183,0.1,site,True,0.55,0.9851,0.056169,False
0.5,183,0.1,record,True,0.55,0.9851,0.056169,False
0.5,184,0.05,site,False,,,,
0.5,184,0.05,record,True,0.75,0.9143,0.034145,False
0.5,184,0.1,site,True,0.55,0.9849,0.056431,False
0.5,184,0.1,record,True,0.55,0.9849,0.056431,False
0.5,185,0.05,site,False,,,,
0.5,185,0.05,record,True,0.55,0.984,0.057454,True
0.5,185,0.1,site,True,0.55,0.984,0.057454,False
0.5,185,0.1,record,True,0.55,0.984,0.057454,False
0.5,186,0.05,site,False,,,,
0.5,186,0.05,record,True,0.63,0.9609,0.051227,True
0.5,186,0.1,site,True,0.55,0.9856,0.060727,False
0.5,186,0.1,record,True,0.55,0.9856,0.060727,False
0.5,187,0.05,site,False,,,,
0.5,187,0.05,record,True,0.79,0.8951,0.029709,False
0.5,187,0.1,site,True,0.55,0.9852,0.056404,False
0.5,187,0.1,record,True,0.55,0.9852,0.056404,False
0.5,188,0.05,site,False,,,,
0.5,188,0.05,record,True,0.83,0.8708,0.024844,False
0.5,188,0.1,site,True,0.57,0.9795,0.052453,False
0.5,188,0.1,record,True,0.55,0.9852,0.05491,False
0.5,189,0.05,site,False,,,,
0.5,189,0.05,record,True,0.71,0.9307,0.038221,False
0.5,189,0.1,site,True,0.55,0.9847,0.055977,False
0.5,189,0.1,record,True,0.55,0.9847,0.055977,False
0.5,190,0.05,site,False,,,,
0.5,190,0.05,record,True,0.63,0.9606,0.051093,True
0.5,190,0.1,site,True,0.55,0.9853,0.060273,False
0.5,190,0.1,record,True,0.55,0.9853,0.060273,False
0.5,191,0.05,site,False,,,,
0.5,191,0.05,record,True,0.69,0.9357,0.041241,False
0.5,191,0.1,site,True,0.55,0.9841,0.057064,False
0.5,191,0.1,record,True,0.55,0.9841,0.057064,False
0.5,192,0.05,site,False,,,,
0.5,192,0.05,record,True,0.73,0.9138,0.033858,False
0.5,192,0.1,site,True,0.55,0.9827,0.055623,False
0.5,192,0.1,record,True,0.55,0.9827,0.055623,False
0.5,193,0.05,site,False,,,,
0.5,193,0.05,record,True,0.75,0.913,0.035792,False
0.5,193,0.1,site,True,0.55,0.9852,0.058895,False
0.5,193,0.1,record,True,0.55,0.9852,0.058895,False
0.5,194,0.05,site,False,,,,
0.5,194,0.05,record,True,0.69,0.9373,0.040482,False
0.5,194,0.1,site,True,0.55,0.9851,0.055252,False
0.5,194,0.1,record,True,0.55,0.9851,0.055252,False
0.5,195,0.05,site,False,,,,
0.5,195,0.05,record,True,0.79,0.8984,0.030009,False
0.5,195,0.1,site,True,0.57,0.9804,0.053401,False
0.5,195,0.1,record,True,0.55,0.986,0.055448,False
0.5,196,0.05,site,False,,,,
0.5,196,0.05,record,True,0.75,0.9071,0.036411,False
0.5,196,0.1,site,True,0.55,0.9837,0.059468,False
0.5,196,0.1,record,True,0.55,0.9837,0.059468,False
0.5,197,0.05,site,False,,,,
0.5,197,0.05,record,True,0.73,0.9211,0.038369,False
0.5,197,0.1,site,True,0.55,0.9844,0.058781,False
0.5,197,0.1,record,True,0.55,0.9844,0.058781,False
0.5,198,0.05,site,False,,,,
0.5,198,0.05,record,True,0.75,0.9167,0.037756,False
0.5,198,0.1,site,True,0.55,0.9854,0.060594,False
0.5,198,0.1,record,True,0.55,0.9854,0.060594,False
0.5,199,0.05,site,False,,,,
0.5,199,0.05,record,True,0.75,0.9111,0.038625,False
0.5,199,0.1,site,True,0.55,0.9844,0.062048,False
0.5,199,0.1,record,True,0.55,0.9844,0.062048,False
2.0,0,0.05,site,False,,,,
2.0,0,0.05,record,True,0.85,0.7634,0.03697,False
2.0,0,0.1,site,True,0.83,0.7846,0.040953,False
2.0,0,0.1,record,True,0.55,0.9742,0.093122,False
2.0,1,0.05,site,False,,,,
2.0,1,0.05,record,True,0.85,0.781,0.042511,False
2.0,1,0.1,site,True,0.77,0.8498,0.05679,False
2.0,1,0.1,record,True,0.59,0.9566,0.088372,False
2.0,2,0.05,site,False,,,,
2.0,2,0.05,record,True,0.85,0.7747,0.031435,False
2.0,2,0.1,site,True,0.75,0.8626,0.048864,False
2.0,2,0.1,record,True,0.61,0.945,0.072062,False
2.0,3,0.05,site,False,,,,
2.0,3,0.05,record,True,0.65,0.9112,0.066812,True
2.0,3,0.1,site,True,0.67,0.8979,0.063035,False
2.0,3,0.1,record,True,0.55,0.9718,0.087711,False
2.0,4,0.05,site,False,,,,
2.0,4,0.05,record,True,0.73,0.8581,0.050793,True
2.0,4,0.1,site,True,0.69,0.8861,0.057536,False
2.0,4,0.1,record,True,0.55,0.9724,0.084599,False
2.0,5,0.05,site,False,,,,
2.0,5,0.05,record,True,0.91,0.6832,0.023226,False
2.0,5,0.1,site,True,0.75,0.8602,0.050982,False
2.0,5,0.1,record,True,0.69,0.8993,0.0612,False
2.0,6,0.05,site,False,,,,
2.0,6,0.05,record,True,0.85,0.7673,0.031395,False
2.0,6,0.1,site,True,0.73,0.8723,0.050766,False
2.0,6,0.1,record,True,0.57,0.965,0.080136,False
2.0,7,0.05,site,False,,,,
2.0,7,0.05,record,True,0.89,0.739,0.027294,False
2.0,7,0.1,site,True,0.79,0.8421,0.044867,False
2.0,7,0.1,record,True,0.69,0.9078,0.062222,False
2.0,8,0.05,site,False,,,,
2.0,8,0.05,record,True,0.83,0.7689,0.040086,False
2.0,8,0.1,site,True,0.69,0.8867,0.06637,False
2.0,8,0.1,record,True,0.55,0.9722,0.094234,False
2.0,9,0.05,site,False,,,,
2.0,9,0.05,record,True,0.83,0.7667,0.033913,False
2.0,9,0.1,site,True,0.77,0.8256,0.044774,False
2.0,9,0.1,record,True,0.55,0.9726,0.08677,False
2.0,10,0.05,site,False,,,,
2.0,10,0.05,record,True,0.83,0.7698,0.03766,False
2.0,10,0.1,site,True,0.75,0.8447,0.052456,False
2.0,10,0.1,record,True,0.61,0.9386,0.078878,False
2.0,11,0.05,site,False,,,,
2.0,11,0.05,record,True,0.79,0.8354,0.048516,False
2.0,11,0.1,site,True,0.77,0.8509,0.052221,False
2.0,11,0.1,record,True,0.55,0.9765,0.091107,False
2.0,12,0.05,site,False,,,,
2.0,12,0.05,record,True,0.89,0.6913,0.02189,False
2.0,12,0.1,site,True,0.69,0.8895,0.055588,False
2.0,12,0.1,record,True,0.63,0.9272,0.066841,False
2.0,13,0.05,site,False,,,,
2.0,13,0.05,record,True,0.83,0.8194,0.034915,False
2.0,13,0.1,site,True,0.73,0.8907,0.050749,False
2.0,13,0.1,record,True,0.55,0.9787,0.081172,False
2.0,14,0.05,site,False,,,,
2.0,14,0.05,record,True,0.85,0.8115,0.031379,False
2.0,14,0.1,site,True,0.79,0.8606,0.041459,False
2.0,14,0.1,record,True,0.63,0.9455,0.064516,False
2.0,15,0.05,site,False,,,,
2.0,15,0.05,record,True,0.85,0.7652,0.036113,False
2.0,15,0.1,site,True,0.77,0.8396,0.050914,False
2.0,15,0.1,record,True,0.57,0.9636,0.088292,False
2.0,16,0.05,site,False,,,,
2.0,16,0.05,record,True,0.89,0.7148,0.033059,False
2.0,16,0.1,site,True,0.85,0.7656,0.040262,False
2.0,16,0.1,record,True,0.69,0.8942,0.069574,False
2.0,17,0.05,site,False,,,,
2.0,17,0.05,record,True,0.83,0.8015,0.03502,False
2.0,17,0.1,site,True,0.71,0.8922,0.055389,False
2.0,17,0.1,record,True,0.55,0.9765,0.085293,False
2.0,18,0.05,site,False,,,,
2.0,18,0.05,record,True,0.77,0.8444,0.04908,False
2.0,18,0.1,site,True,0.69,0.8987,0.062329,False
2.0,18,0.1,record,True,0.55,0.975,0.088193,False
2.0,19,0.05,site,False,,,,
2.0,19,0.05,record,True,0.77,0.841,0.044634,False
2.0,19,0.1,site,True,0.67,0.9087,0.060709,False
2.0,19,0.1,record,True,0.55,0.9736,0.082777,False
2.0,20,0.05,site,False,,,,
2.0,20,0.05,record,True,0.79,0.8232,0.045485,False
2.0,20,0.1,site,True,0.81,0.8055,0.042286,False
2.0,20,0.1,record,True,0.55,0.9739,0.089566,False
2.0,21,0.05,site,False,,,,
2.0,21,0.05,record,True,0.79,0.8138,0.040738,False
2.0,21,0.1,site,True,0.73,0.863,0.050711,False
2.0,21,0.1,record,True,0.59,0.9508,0.077885,False
2.0,22,0.05,site,False,,,,
2.0,22,0.05,record,True,0.77,0.8202,0.041418,False
2.0,22,0.1,site,True,0.69,0.8825,0.055785,False
2.0,22,0.1,record,True,0.55,0.9711,0.084139,False
2.0,23,0.05,site,False,,,,
2.0,23,0.05,record,True,0.85,0.801,0.03523,False
2.0,23,0.1,site,True,0.79,0.8517,0.045314,False
2.0,23,0.1,record,True,0.57,0.97,0.079589,False
2.0,24,0.05,site,False,,,,
2.0,24,0.05,record,True,0.81,0.8113,0.035466,False
2.0,24,0.1,site,True,0.71,0.8866,0.051598,False
2.0,24,0.1,record,True,0.55,0.9749,0.079725,False
2.0,25,0.05,site,False,,,,
2.0,25,0.05,record,True,0.77,0.8154,0.044085,False
2.0,25,0.1,site,True,0.71,0.8652,0.055302,False
2.0,25,0.1,record,True,0.55,0.9706,0.087838,False
2.0,26,0.05,site,False,,,,
2.0,26,0.05,record,True,0.81,0.8056,0.048364,False
2.0,26,0.1,site,True,0.67,0.9084,0.075011,False
2.0,26,0.1,record,True,0.55,0.9745,0.097775,False
2.0,27,0.05,site,False,,,,
2.0,27,0.05,record,True,0.85,0.7936,0.038621,False
2.0,27,0.1,site,True,0.75,0.8734,0.055512,False
2.0,27,0.1,record,True,0.59,0.9586,0.082886,False
2.0,28,0.05,site,False,,,,
2.0,28,0.05,record,True,0.79,0.7874,0.042005,False
2.0,28,0.1,site,True,0.81,0.7661,0.038491,False
2.0,28,0.1,record,True,0.55,0.9686,0.092108,False
2.0,29,0.05,site,False,,,,
2.0,29,0.05,record,True,0.83,0.7891,0.042457,False
2.0,29,0.1,site,True,0.77,0.8411,0.053279,False
2.0,29,0.1,record,True,0.55,0.974,0.093095,False
2.0,30,0.05,site,False,,,,
2.0,30,0.05,record,True,0.87,0.7769,0.037171,False
2.0,30,0.1,site,True,0.77,0.8615,0.054439,False
2.0,30,0.1,record,True,0.63,0.9402,0.078384,False
2.0,31,0.05,site,False,,,,
2.0,31,0.05,record,True,0.85,0.7423,0.032344,False
2.0,31,0.1,site,True,0.77,0.8249,0.046504,False
2.0,31,0.1,record,True,0.61,0.9374,0.074861,False
2.0,32,0.05,site,False,,,,
2.0,32,0.05,record,True,0.85,0.7779,0.031695,False
2.0,32,0.1,site,True,0.73,0.877,0.050428,False
2.0,32,0.1,record,True,0.55,0.9757,0.080722,False
2.0,33,0.05,site,False,,,,
2.0,33,0.05,record,True,0.83,0.7623,0.033355,False
2.0,33,0.1,site,True,0.73,0.8537,0.051721,False
2.0,33,0.1,record,True,0.55,0.9718,0.088258,False
2.0,34,0.05,site,False,,,,
2.0,34,0.05,record,True,0.73,0.8568,0.051998,True
2.0,34,0.1,site,True,0.73,0.8568,0.051998,False
2.0,34,0.1,record,True,0.55,0.9714,0.08626,False
2.0,35,0.05,site,False,,,,
2.0,35,0.05,record,True,0.85,0.7616,0.045332,False
2.0,35,0.1,site,True,0.87,0.7381,0.041439,False
2.0,35,0.1,record,True,0.63,0.928,0.085673,False
2.0,36,0.05,site,False,,,,
2.0,36,0.05,record,True,0.91,0.7207,0.029555,False
2.0,36,0.1,site,True,0.79,0.8499,0.054356,False
2.0,36,0.1,record,True,0.67,0.9211,0.073963,False
2.0,37,0.05,site,False,,,,
2.0,37,0.05,record,True,0.95,0.6233,0.018858,False
2.0,37,0.1,site,True,0.93,0.6764,0.023922,False
2.0,37,0.1,record,True,0.77,0.8619,0.055549,False
2.0,38,0.05,site,False,,,,
2.0,38,0.05,record,True,0.79,0.8264,0.043407,False
2.0,38,0.1,site,True,0.65,0.921,0.067097,False
2.0,38,0.1,record,True,0.55,0.9748,0.085817,False
2.0,39,0.05,site,False,,,,
2.0,39,0.05,record,True,0.81,0.7837,0.039537,False
2.0,39,0.1,site,True,0.75,0.8386,0.05068,False
2.0,39,0.1,record,True,0.55,0.9719,0.088557,False
2.0,40,0.05,site,False,,,,
2.0,40,0.05,record,True,0.85,0.7694,0.033045,False
2.0,40,0.1,site,True,0.71,0.8852,0.056635,False
2.0,40,0.1,record,True,0.57,0.9649,0.080971,False
2.0,41,0.05,site,False,,,,
2.0,41,0.05,record,True,0.87,0.7671,0.030348,False
2.0,41,0.1,site,True,0.71,0.8962,0.056467,False
2.0,41,0.1,record,True,0.57,0.9676,0.078876,False
2.0,42,0.05,site,False,,,,
2.0,42,0.05,record,True,0.85,0.7431,0.033591,False
2.0,42,0.1,site,True,0.75,0.8414,0.051821,False
2.0,42,0.1,record,True,0.61,0.9364,0.078603,False
2.0,43,0.05,site,False,,,,
2.0,43,0.05,record,True,0.79,0.8397,0.044382,False
2.0,43,0.1,site,True,0.69,0.9063,0.060195,False
2.0,43,0.1,record,True,0.55,0.9769,0.083607,False
2.0,44,0.05,site,False,,,,
2.0,44,0.05,record,True,0.93,0.6255,0.015285,False
2.0,44,0.1,site,True,0.79,0.8208,0.038672,False
2.0,44,0.1,record,True,0.71,0.8817,0.05109,False
2.0,45,0.05,site,False,,,,
2.0,45,0.05,record,True,0.85,0.7885,0.034292,False
2.0,45,0.1,site,True,0.69,0.9068,0.060149,False
2.0,45,0.1,record,True,0.55,0.9771,0.084924,False
2.0,46,0.05,site,False,,,,
2.0,46,0.05,record,True,0.91,0.6699,0.02597,False
2.0,46,0.1,site,True,0.79,0.8169,0.049273,False
2.0,46,0.1,record,True,0.71,0.8765,0.062552,False
2.0,47,0.05,site,False,,,,
2.0,47,0.05,record,True,0.81,0.8081,0.040325,False
2.0,47,0.1,site,True,0.75,0.856,0.05021,False
2.0,47,0.1,record,True,0.55,0.9739,0.084797,False
2.0,48,0.05,site,False,,,,
2.0,48,0.05,record,True,0.81,0.812,0.039877,False
2.0,48,0.1,site,True,0.75,0.8598,0.049053,False
2.0,48,0.1,record,True,0.57,0.965,0.078471,False
2.0,49,0.05,site,False,,,,
2.0,49,0.05,record,True,0.85,0.7699,0.029455,False
2.0,49,0.1,site,True,0.81,0.8115,0.03598,False
2.0,49,0.1,record,True,0.57,0.9648,0.077121,False
2.0,50,0.05,site,False,,,,
2.0,50,0.05,record,True,0.89,0.7181,0.023366,False
2.0,50,0.1,site,True,0.73,0.8746,0.048647,False
2.0,50,0.1,record,True,0.57,0.9643,0.076594,False
2.0,51,0.05,site,False,,,,
2.0,51,0.05,record,True,0.91,0.6941,0.023146,False
2.0,51,0.1,site,True,0.75,0.8648,0.051443,False
2.0,51,0.1,record,True,0.69,0.903,0.061654,False
2.0,52,0.05,site,False,,,,
2.0,52,0.05,record,True,0.81,0.8016,0.044289,False
2.0,52,0.1,site,True,0.79,0.8204,0.047755,False
2.0,52,0.1,record,True,0.55,0.9732,0.08997,False
2.0,53,0.05,site,False,,,,
2.0,53,0.05,record,True,0.83,0.7495,0.036292,False
2.0,53,0.1,site,True,0.67,0.8909,0.067054,False
2.0,53,0.1,record,True,0.59,0.9441,0.081866,False
2.0,54,0.05,site,False,,,,
2.0,54,0.05,record,True,0.89,0.7062,0.02477,False
2.0,54,0.1,site,True,0.73,0.867,0.051662,False
2.0,54,0.1,record,True,0.65,0.9185,0.064785,False
2.0,55,0.05,site,False,,,,
2.0,55,0.05,record,True,0.85,0.7737,0.03733,False
2.0,55,0.1,site,True,0.71,0.8867,0.062597,False
2.0,55,0.1,record,True,0.55,0.9743,0.090423,False
2.0,56,0.05,site,False,,,,
2.0,56,0.05,record,True,0.77,0.8336,0.045966,False
2.0,56,0.1,site,True,0.75,0.8499,0.049273,False
2.0,56,0.1,record,True,0.55,0.9729,0.084754,False
2.0,57,0.05,site,False,,,,
