s_u,draw,alpha,unit,certified,tau,coverage,rm_fresh,rm_exceed
2.0,57,0.05,record,True,0.77,0.8371,0.042932,False
2.0,57,0.1,site,True,0.71,0.8809,0.053031,False
2.0,57,0.1,record,True,0.55,0.9743,0.082319,False
2.0,58,0.05,site,False,,,,
2.0,58,0.05,record,True,0.85,0.7662,0.031369,False
2.0,58,0.1,site,True,0.73,0.8719,0.050933,False
2.0,58,0.1,record,True,0.55,0.9753,0.081079,False
2.0,59,0.05,site,False,,,,
2.0,59,0.05,record,True,0.87,0.7619,0.032342,False
2.0,59,0.1,site,True,0.83,0.8054,0.039407,False
2.0,59,0.1,record,True,0.63,0.9374,0.073129,False
2.0,60,0.05,site,False,,,,
2.0,60,0.05,record,True,0.77,0.8369,0.046335,False
2.0,60,0.1,site,True,0.69,0.8934,0.06206,False
2.0,60,0.1,record,True,0.55,0.9735,0.088081,False
2.0,61,0.05,site,False,,,,
2.0,61,0.05,record,True,0.87,0.731,0.030742,False
2.0,61,0.1,site,True,0.77,0.8351,0.048748,False
2.0,61,0.1,record,True,0.67,0.9061,0.067245,False
2.0,62,0.05,site,False,,,,
2.0,62,0.05,record,True,0.77,0.8298,0.046894,False
2.0,62,0.1,site,True,0.79,0.8126,0.043527,False
2.0,62,0.1,record,True,0.55,0.9717,0.086003,False
2.0,63,0.05,site,False,,,,
2.0,63,0.05,record,True,0.87,0.7573,0.02894,False
2.0,63,0.1,site,True,0.79,0.8369,0.0421,False
2.0,63,0.1,record,True,0.55,0.9764,0.084323,False
2.0,64,0.05,site,False,,,,
2.0,64,0.05,record,True,0.87,0.7437,0.030975,False
2.0,64,0.1,site,True,0.77,0.8425,0.049252,False
2.0,64,0.1,record,True,0.65,0.921,0.069913,False
2.0,65,0.05,site,False,,,,
2.0,65,0.05,record,True,0.85,0.7539,0.028752,False
2.0,65,0.1,site,True,0.71,0.8779,0.05161,False
2.0,65,0.1,record,True,0.63,0.9288,0.066058,False
2.0,66,0.05,site,False,,,,
2.0,66,0.05,record,True,0.75,0.8421,0.047341,False
2.0,66,0.1,site,True,0.65,0.9127,0.067218,False
2.0,66,0.1,record,True,0.55,0.9719,0.087065,False
2.0,67,0.05,site,False,,,,
2.0,67,0.05,record,True,0.87,0.7263,0.03097,False
2.0,67,0.1,site,True,0.77,0.8314,0.050231,False
2.0,67,0.1,record,True,0.57,0.9618,0.086972,False
2.0,68,0.05,site,False,,,,
2.0,68,0.05,record,False,,,,
2.0,68,0.1,site,True,0.75,0.8556,0.054705,False
2.0,68,0.1,record,True,0.63,0.9303,0.076037,False
2.0,69,0.05,site,False,,,,
2.0,69,0.05,record,True,0.79,0.832,0.042235,False
2.0,69,0.1,site,True,0.71,0.8891,0.055748,False
2.0,69,0.1,record,True,0.55,0.9754,0.083706,False
2.0,70,0.05,site,False,,,,
2.0,70,0.05,record,True,0.85,0.7606,0.032296,False
2.0,70,0.1,site,True,0.67,0.9073,0.062228,False
2.0,70,0.1,record,True,0.61,0.9416,0.072823,False
2.0,71,0.05,site,False,,,,
2.0,71,0.05,record,True,0.87,0.7606,0.036942,False
2.0,71,0.1,site,True,0.85,0.7838,0.041511,False
2.0,71,0.1,record,True,0.59,0.9568,0.084982,False
2.0,72,0.05,site,False,,,,
2.0,72,0.05,record,True,0.83,0.7647,0.035554,False
2.0,72,0.1,site,True,0.71,0.8719,0.058044,False
2.0,72,0.1,record,True,0.61,0.9369,0.077222,False
2.0,73,0.05,site,False,,,,
2.0,73,0.05,record,True,0.85,0.7521,0.040685,False
2.0,73,0.1,site,True,0.73,0.8621,0.063288,False
2.0,73,0.1,record,True,0.59,0.951,0.088863,False
2.0,74,0.05,site,False,,,,
2.0,74,0.05,record,True,0.85,0.7706,0.031226,False
2.0,74,0.1,site,True,0.69,0.9006,0.057295,False
2.0,74,0.1,record,True,0.55,0.9756,0.084013,False
2.0,75,0.05,site,False,,,,
2.0,75,0.05,record,True,0.79,0.8126,0.041313,False
2.0,75,0.1,site,True,0.75,0.8463,0.048229,False
2.0,75,0.1,record,True,0.55,0.9728,0.085716,False
2.0,76,0.05,site,False,,,,
2.0,76,0.05,record,True,0.83,0.7832,0.036229,False
2.0,76,0.1,site,True,0.77,0.838,0.045675,False
2.0,76,0.1,record,True,0.55,0.9735,0.084703,False
2.0,77,0.05,site,False,,,,
2.0,77,0.05,record,True,0.77,0.8645,0.053152,True
2.0,77,0.1,site,True,0.75,0.8774,0.056565,False
2.0,77,0.1,record,True,0.55,0.9777,0.087728,False
2.0,78,0.05,site,False,,,,
2.0,78,0.05,record,True,0.75,0.8292,0.054861,True
2.0,78,0.1,site,True,0.73,0.8454,0.058148,False
2.0,78,0.1,record,True,0.55,0.9691,0.095222,False
2.0,79,0.05,site,False,,,,
2.0,79,0.05,record,False,,,,
2.0,79,0.1,site,True,0.83,0.8168,0.038009,False
2.0,79,0.1,record,True,0.79,0.8491,0.044909,False
2.0,80,0.05,site,False,,,,
2.0,80,0.05,record,True,0.81,0.8112,0.042301,False
2.0,80,0.1,site,True,0.69,0.8986,0.063959,False
2.0,80,0.1,record,True,0.55,0.9746,0.089695,False
2.0,81,0.05,site,False,,,,
2.0,81,0.05,record,True,0.89,0.7646,0.029032,False
2.0,81,0.1,site,True,0.77,0.8717,0.04866,False
2.0,81,0.1,record,True,0.67,0.9269,0.064671,False
2.0,82,0.05,site,False,,,,
2.0,82,0.05,record,True,0.81,0.8185,0.038409,False
2.0,82,0.1,site,True,0.79,0.8354,0.041347,False
2.0,82,0.1,record,True,0.55,0.9753,0.080457,False
2.0,83,0.05,site,False,,,,
2.0,83,0.05,record,True,0.83,0.7847,0.034421,False
2.0,83,0.1,site,True,0.73,0.8672,0.050354,False
2.0,83,0.1,record,True,0.61,0.9408,0.070087,False
2.0,84,0.05,site,False,,,,
2.0,84,0.05,record,True,0.89,0.698,0.023596,False
2.0,84,0.1,site,True,0.75,0.8479,0.04761,False
2.0,84,0.1,record,True,0.65,0.9155,0.064556,False
2.0,85,0.05,site,False,,,,
2.0,85,0.05,record,True,0.75,0.8607,0.05174,True
2.0,85,0.1,site,True,0.73,0.8744,0.054976,False
2.0,85,0.1,record,True,0.55,0.975,0.085443,False
2.0,86,0.05,site,False,,,,
2.0,86,0.05,record,True,0.85,0.7642,0.035199,False
2.0,86,0.1,site,True,0.73,0.8688,0.056556,False
2.0,86,0.1,record,True,0.57,0.9637,0.085905,False
2.0,87,0.05,site,False,,,,
2.0,87,0.05,record,True,0.83,0.7689,0.037306,False
2.0,87,0.1,site,True,0.71,0.8723,0.059063,False
2.0,87,0.1,record,True,0.55,0.9721,0.090904,False
2.0,88,0.05,site,False,,,,
2.0,88,0.05,record,True,0.75,0.8474,0.043321,False
2.0,88,0.1,site,True,0.71,0.8763,0.049827,False
2.0,88,0.1,record,True,0.55,0.9724,0.079536,False
2.0,89,0.05,site,False,,,,
2.0,89,0.05,record,True,0.87,0.726,0.027724,False
2.0,89,0.1,site,True,0.75,0.8485,0.048963,False
2.0,89,0.1,record,True,0.67,0.9041,0.063877,False
2.0,90,0.05,site,False,,,,
2.0,90,0.05,record,True,0.83,0.8175,0.04514,False
2.0,90,0.1,site,True,0.75,0.8765,0.06062,False
2.0,90,0.1,record,True,0.55,0.9775,0.093905,False
2.0,91,0.05,site,False,,,,
2.0,91,0.05,record,True,0.89,0.7299,0.023357,False
2.0,91,0.1,site,True,0.77,0.8521,0.043706,False
2.0,91,0.1,record,True,0.71,0.8926,0.053423,False
2.0,92,0.05,site,False,,,,
2.0,92,0.05,record,True,0.83,0.7964,0.043883,False
2.0,92,0.1,site,True,0.75,0.8618,0.057757,False
2.0,92,0.1,record,True,0.55,0.9755,0.092658,False
2.0,93,0.05,site,False,,,,
2.0,93,0.05,record,True,0.89,0.7105,0.02827,False
2.0,93,0.1,site,True,0.77,0.8418,0.050529,False
2.0,93,0.1,record,True,0.65,0.9203,0.072214,False
2.0,94,0.05,site,False,,,,
2.0,94,0.05,record,True,0.83,0.7695,0.03396,False
2.0,94,0.1,site,True,0.81,0.7912,0.037102,False
2.0,94,0.1,record,True,0.55,0.972,0.08621,False
2.0,95,0.05,site,False,,,,
2.0,95,0.05,record,True,0.75,0.8625,0.055579,True
2.0,95,0.1,site,True,0.75,0.8625,0.055579,False
2.0,95,0.1,record,True,0.55,0.9757,0.090258,False
2.0,96,0.05,site,False,,,,
2.0,96,0.05,record,True,0.81,0.8129,0.049933,False
2.0,96,0.1,site,True,0.75,0.8599,0.061195,False
2.0,96,0.1,record,True,0.55,0.9741,0.098015,False
2.0,97,0.05,site,False,,,,
2.0,97,0.05,record,True,0.87,0.7355,0.027484,False
2.0,97,0.1,site,True,0.75,0.8526,0.04855,False
2.0,97,0.1,record,True,0.61,0.9415,0.072513,False
2.0,98,0.05,site,False,,,,
2.0,98,0.05,record,True,0.91,0.676,0.023845,False
2.0,98,0.1,site,True,0.87,0.7392,0.03146,False
2.0,98,0.1,record,True,0.63,0.9307,0.072925,False
2.0,99,0.05,site,False,,,,
2.0,99,0.05,record,True,0.73,0.8668,0.059749,True
2.0,99,0.1,site,True,0.67,0.9056,0.071797,False
2.0,99,0.1,record,True,0.55,0.9739,0.093869,False
2.0,100,0.05,site,False,,,,
2.0,100,0.05,record,True,0.77,0.8053,0.045368,False
2.0,100,0.1,site,True,0.73,0.8407,0.053015,False
2.0,100,0.1,record,True,0.57,0.9561,0.085218,False
2.0,101,0.05,site,False,,,,
2.0,101,0.05,record,True,0.77,0.8076,0.051373,True
2.0,101,0.1,site,True,0.65,0.9035,0.075398,False
2.0,101,0.1,record,True,0.55,0.9682,0.095873,False
2.0,102,0.05,site,False,,,,
2.0,102,0.05,record,True,0.75,0.8533,0.046629,False
2.0,102,0.1,site,True,0.75,0.8533,0.046629,False
2.0,102,0.1,record,True,0.55,0.9731,0.081132,False
2.0,103,0.05,site,False,,,,
2.0,103,0.05,record,True,0.87,0.7408,0.033091,False
2.0,103,0.1,site,True,0.77,0.8384,0.050441,False
2.0,103,0.1,record,True,0.59,0.953,0.081212,False
2.0,104,0.05,site,False,,,,
2.0,104,0.05,record,True,0.85,0.7758,0.036954,False
2.0,104,0.1,site,True,0.79,0.8314,0.047877,False
2.0,104,0.1,record,True,0.61,0.9448,0.079001,False
2.0,105,0.05,site,False,,,,
2.0,105,0.05,record,True,0.81,0.8229,0.039591,False
2.0,105,0.1,site,True,0.77,0.8541,0.046335,False
2.0,105,0.1,record,True,0.55,0.9766,0.085121,False
2.0,106,0.05,site,False,,,,
2.0,106,0.05,record,True,0.79,0.8171,0.04568,False
2.0,106,0.1,site,True,0.83,0.779,0.038516,False
2.0,106,0.1,record,True,0.55,0.9727,0.090257,False
2.0,107,0.05,site,False,,,,
2.0,107,0.05,record,True,0.85,0.7389,0.034932,False
2.0,107,0.1,site,True,0.71,0.87,0.061338,False
2.0,107,0.1,record,True,0.55,0.9715,0.092835,False
2.0,108,0.05,site,False,,,,
2.0,108,0.05,record,True,0.75,0.864,0.04574,False
2.0,108,0.1,site,True,0.69,0.9022,0.05603,False
2.0,108,0.1,record,True,0.55,0.9764,0.078896,False
2.0,109,0.05,site,False,,,,
2.0,109,0.05,record,True,0.87,0.7592,0.030684,False
2.0,109,0.1,site,True,0.75,0.8665,0.051124,False
2.0,109,0.1,record,True,0.63,0.9366,0.070712,False
2.0,110,0.05,site,False,,,,
2.0,110,0.05,record,True,0.85,0.7639,0.038524,False
2.0,110,0.1,site,True,0.75,0.8537,0.056592,False
2.0,110,0.1,record,True,0.55,0.9731,0.092639,False
2.0,111,0.05,site,False,,,,
2.0,111,0.05,record,True,0.73,0.8649,0.059483,True
2.0,111,0.1,site,True,0.73,0.8649,0.059483,False
2.0,111,0.1,record,True,0.55,0.9728,0.090134,False
2.0,112,0.05,site,False,,,,
2.0,112,0.05,record,True,0.79,0.8186,0.049937,False
2.0,112,0.1,site,True,0.77,0.8352,0.053409,False
2.0,112,0.1,record,True,0.55,0.9726,0.091781,False
2.0,113,0.05,site,False,,,,
2.0,113,0.05,record,True,0.75,0.862,0.061222,True
2.0,113,0.1,site,True,0.73,0.8751,0.064663,False
2.0,113,0.1,record,True,0.55,0.975,0.097946,False
2.0,114,0.05,site,False,,,,
2.0,114,0.05,record,True,0.79,0.8134,0.044244,False
2.0,114,0.1,site,True,0.73,0.8619,0.054507,False
2.0,114,0.1,record,True,0.55,0.9724,0.088479,False
2.0,115,0.05,site,False,,,,
2.0,115,0.05,record,True,0.81,0.795,0.037359,False
2.0,115,0.1,site,True,0.69,0.8906,0.059283,False
2.0,115,0.1,record,True,0.57,0.9618,0.08183,False
2.0,116,0.05,site,False,,,,
2.0,116,0.05,record,True,0.87,0.7526,0.028108,False
2.0,116,0.1,site,True,0.71,0.8889,0.054382,False
2.0,116,0.1,record,True,0.63,0.9347,0.067798,False
2.0,117,0.05,site,False,,,,
2.0,117,0.05,record,True,0.81,0.7973,0.044951,False
2.0,117,0.1,site,True,0.73,0.8627,0.059506,False
2.0,117,0.1,record,True,0.57,0.9617,0.087618,False
2.0,118,0.05,site,False,,,,
2.0,118,0.05,record,True,0.85,0.7722,0.034387,False
2.0,118,0.1,site,True,0.75,0.8613,0.052185,False
2.0,118,0.1,record,True,0.55,0.9755,0.086267,False
2.0,119,0.05,site,False,,,,
2.0,119,0.05,record,True,0.91,0.6911,0.029676,False
2.0,119,0.1,site,True,0.79,0.8298,0.054731,False
2.0,119,0.1,record,True,0.65,0.9227,0.080713,False
2.0,120,0.05,site,False,,,,
2.0,120,0.05,record,True,0.77,0.8364,0.049075,False
2.0,120,0.1,site,True,0.73,0.8668,0.055724,False
2.0,120,0.1,record,True,0.55,0.9737,0.086257,False
2.0,121,0.05,site,False,,,,
2.0,121,0.05,record,True,0.75,0.8491,0.051582,True
2.0,121,0.1,site,True,0.71,0.8779,0.058616,False
2.0,121,0.1,record,True,0.55,0.9734,0.089538,False
2.0,122,0.05,site,False,,,,
2.0,122,0.05,record,True,0.85,0.7856,0.033014,False
2.0,122,0.1,site,True,0.75,0.8686,0.04916,False
2.0,122,0.1,record,True,0.57,0.9679,0.08072,False
2.0,123,0.05,site,False,,,,
2.0,123,0.05,record,True,0.83,0.8095,0.045228,False
2.0,123,0.1,site,True,0.77,0.8568,0.055472,False
2.0,123,0.1,record,True,0.55,0.9764,0.093642,False
2.0,124,0.05,site,False,,,,
2.0,124,0.05,record,True,0.85,0.7458,0.035645,False
2.0,124,0.1,site,True,0.73,0.8575,0.058792,False
2.0,124,0.1,record,True,0.57,0.9602,0.08915,False
2.0,125,0.05,site,False,,,,
2.0,125,0.05,record,True,0.79,0.8283,0.04196,False
2.0,125,0.1,site,True,0.75,0.8592,0.049066,False
2.0,125,0.1,record,True,0.55,0.9747,0.085495,False
2.0,126,0.05,site,False,,,,
2.0,126,0.05,record,True,0.85,0.7543,0.03909,False
2.0,126,0.1,site,True,0.77,0.8319,0.054517,False
2.0,126,0.1,record,True,0.59,0.9502,0.086423,False
2.0,127,0.05,site,False,,,,
2.0,127,0.05,record,True,0.77,0.837,0.043072,False
2.0,127,0.1,site,True,0.71,0.8809,0.053603,False
2.0,127,0.1,record,True,0.55,0.9737,0.082588,False
2.0,128,0.05,site,False,,,,
2.0,128,0.05,record,True,0.89,0.715,0.02477,False
2.0,128,0.1,site,True,0.75,0.8587,0.049332,False
2.0,128,0.1,record,True,0.59,0.954,0.076682,False
2.0,129,0.05,site,False,,,,
2.0,129,0.05,record,True,0.93,0.6568,0.016005,False
2.0,129,0.1,site,True,0.81,0.8235,0.034999,False
2.0,129,0.1,record,True,0.65,0.9285,0.05969,False
2.0,130,0.05,site,False,,,,
2.0,130,0.05,record,True,0.85,0.7641,0.038453,False
2.0,130,0.1,site,True,0.71,0.8815,0.063138,False
2.0,130,0.1,record,True,0.55,0.9737,0.091506,False
2.0,131,0.05,site,False,,,,
2.0,131,0.05,record,True,0.87,0.7518,0.030847,False
2.0,131,0.1,site,True,0.77,0.8477,0.048351,False
2.0,131,0.1,record,True,0.65,0.9237,0.068333,False
2.0,132,0.05,site,False,,,,
2.0,132,0.05,record,True,0.75,0.8445,0.048053,False
2.0,132,0.1,site,True,0.71,0.8744,0.054765,False
2.0,132,0.1,record,True,0.55,0.9725,0.084044,False
2.0,133,0.05,site,False,,,,
2.0,133,0.05,record,True,0.81,0.7675,0.041591,False
2.0,133,0.1,site,True,0.77,0.8076,0.048705,False
2.0,133,0.1,record,True,0.57,0.9563,0.089596,False
2.0,134,0.05,site,False,,,,
2.0,134,0.05,record,True,0.81,0.8401,0.046429,False
2.0,134,0.1,site,True,0.87,0.7848,0.035878,False
2.0,134,0.1,record,True,0.55,0.9784,0.087339,False
2.0,135,0.05,site,False,,,,
2.0,135,0.05,record,True,0.91,0.7123,0.028245,False
2.0,135,0.1,site,True,0.79,0.8441,0.050583,False
2.0,135,0.1,record,True,0.63,0.939,0.076208,False
2.0,136,0.05,site,False,,,,
2.0,136,0.05,record,True,0.85,0.7708,0.034462,False
2.0,136,0.1,site,True,0.75,0.8601,0.051595,False
2.0,136,0.1,record,True,0.59,0.9545,0.078857,False
2.0,137,0.05,site,False,,,,
2.0,137,0.05,record,True,0.83,0.7838,0.036278,False
2.0,137,0.1,site,True,0.71,0.8822,0.056647,False
2.0,137,0.1,record,True,0.59,0.9535,0.078924,False
2.0,138,0.05,site,False,,,,
2.0,138,0.05,record,True,0.83,0.7978,0.037958,False
2.0,138,0.1,site,True,0.71,0.8905,0.058358,False
2.0,138,0.1,record,True,0.55,0.976,0.086418,False
2.0,139,0.05,site,False,,,,
2.0,139,0.05,record,True,0.83,0.7968,0.034858,False
2.0,139,0.1,site,True,0.75,0.8631,0.04849,False
2.0,139,0.1,record,True,0.59,0.9563,0.075077,False
2.0,140,0.05,site,False,,,,
2.0,140,0.05,record,True,0.71,0.9001,0.068629,True
2.0,140,0.1,site,True,0.81,0.8343,0.051822,False
2.0,140,0.1,record,True,0.55,0.9778,0.093183,False
2.0,141,0.05,site,False,,,,
2.0,141,0.05,record,True,0.87,0.7194,0.031156,False
2.0,141,0.1,site,True,0.75,0.8427,0.051523,False
2.0,141,0.1,record,True,0.63,0.9249,0.073096,False
2.0,142,0.05,site,False,,,,
2.0,142,0.05,record,True,0.93,0.6476,0.021321,False
2.0,142,0.1,site,True,0.81,0.8134,0.045611,False
2.0,142,0.1,record,True,0.67,0.911,0.070014,False
2.0,143,0.05,site,False,,,,
2.0,143,0.05,record,True,0.93,0.7032,0.022303,False
2.0,143,0.1,site,False,,,,
2.0,143,0.1,record,True,0.81,0.8476,0.046002,False
2.0,144,0.05,site,False,,,,
2.0,144,0.05,record,True,0.73,0.8879,0.06527,True
2.0,144,0.1,site,True,0.77,0.8614,0.058315,False
2.0,144,0.1,record,True,0.55,0.9777,0.09434,False
2.0,145,0.05,site,False,,,,
2.0,145,0.05,record,True,0.75,0.8472,0.0551,True
2.0,145,0.1,site,True,0.67,0.9029,0.069734,False
2.0,145,0.1,record,True,0.55,0.973,0.093144,False
2.0,146,0.05,site,False,,,,
2.0,146,0.05,record,True,0.77,0.8331,0.043952,False
2.0,146,0.1,site,True,0.79,0.8159,0.040553,False
2.0,146,0.1,record,True,0.55,0.9731,0.082557,False
2.0,147,0.05,site,False,,,,
2.0,147,0.05,record,True,0.87,0.7349,0.028363,False
2.0,147,0.1,site,True,0.73,0.8675,0.052882,False
2.0,147,0.1,record,True,0.59,0.9527,0.077378,False
2.0,148,0.05,site,False,,,,
2.0,148,0.05,record,True,0.81,0.8028,0.036958,False
2.0,148,0.1,site,True,0.73,0.8679,0.051015,False
2.0,148,0.1,record,True,0.57,0.9638,0.080441,False
2.0,149,0.05,site,False,,,,
2.0,149,0.05,record,True,0.85,0.7915,0.040139,False
2.0,149,0.1,site,True,0.77,0.8589,0.054677,False
2.0,149,0.1,record,True,0.61,0.9489,0.083384,False
2.0,150,0.05,site,False,,,,
2.0,150,0.05,record,True,0.87,0.7726,0.030158,False
2.0,150,0.1,site,True,0.81,0.8313,0.039867,False
2.0,150,0.1,record,True,0.67,0.9203,0.06266,False
2.0,151,0.05,site,False,,,,
2.0,151,0.05,record,True,0.83,0.7747,0.031472,False
2.0,151,0.1,site,True,0.73,0.8624,0.04756,False
2.0,151,0.1,record,True,0.61,0.9391,0.068658,False
2.0,152,0.05,site,False,,,,
2.0,152,0.05,record,True,0.87,0.7663,0.032568,False
2.0,152,0.1,site,True,0.75,0.8732,0.054183,False
2.0,152,0.1,record,True,0.59,0.9596,0.08256,False
2.0,153,0.05,site,False,,,,
2.0,153,0.05,record,True,0.91,0.6555,0.023798,False
2.0,153,0.1,site,True,0.77,0.8254,0.048386,False
2.0,153,0.1,record,True,0.65,0.9119,0.068433,False
2.0,154,0.05,site,False,,,,
2.0,154,0.05,record,True,0.75,0.8539,0.047098,False
2.0,154,0.1,site,True,0.71,0.8816,0.053615,False
2.0,154,0.1,record,True,0.55,0.9733,0.082335,False
2.0,155,0.05,site,False,,,,
2.0,155,0.05,record,True,0.87,0.7483,0.026822,False
2.0,155,0.1,site,True,0.75,0.8618,0.047331,False
2.0,155,0.1,record,True,0.57,0.9654,0.078415,False
2.0,156,0.05,site,False,,,,
2.0,156,0.05,record,True,0.79,0.8215,0.039599,False
2.0,156,0.1,site,True,0.75,0.8538,0.046802,False
2.0,156,0.1,record,True,0.57,0.9628,0.079082,False
2.0,157,0.05,site,False,,,,
2.0,157,0.05,record,True,0.89,0.7464,0.026933,False
2.0,157,0.1,site,True,0.81,0.8328,0.04196,False
2.0,157,0.1,record,True,0.63,0.9418,0.07198,False
2.0,158,0.05,site,False,,,,
2.0,158,0.05,record,True,0.85,0.8032,0.042252,False
2.0,158,0.1,site,True,0.81,0.8379,0.04947,False
2.0,158,0.1,record,True,0.55,0.9785,0.094098,False
2.0,159,0.05,site,False,,,,
2.0,159,0.05,record,True,0.91,0.6801,0.021654,False
2.0,159,0.1,site,True,0.75,0.8583,0.050026,False
2.0,159,0.1,record,True,0.65,0.9222,0.067842,False
2.0,160,0.05,site,False,,,,
2.0,160,0.05,record,True,0.81,0.8075,0.05016,True
2.0,160,0.1,site,True,0.73,0.8695,0.06597,False
2.0,160,0.1,record,True,0.61,0.9419,0.088396,False
2.0,161,0.05,site,False,,,,
2.0,161,0.05,record,True,0.83,0.7876,0.034856,False
2.0,161,0.1,site,True,0.67,0.9092,0.062992,False
2.0,161,0.1,record,True,0.59,0.9534,0.077735,False
2.0,162,0.05,site,False,,,,
2.0,162,0.05,record,True,0.87,0.7088,0.026676,False
2.0,162,0.1,site,True,0.73,0.8547,0.052018,False
2.0,162,0.1,record,True,0.63,0.9228,0.070049,False
2.0,163,0.05,site,False,,,,
2.0,163,0.05,record,True,0.79,0.8265,0.04293,False
2.0,163,0.1,site,True,0.69,0.8972,0.059709,False
2.0,163,0.1,record,True,0.55,0.9748,0.083991,False
2.0,164,0.05,site,False,,,,
2.0,164,0.05,record,True,0.77,0.852,0.050492,True
2.0,164,0.1,site,True,0.71,0.8913,0.061012,False
2.0,164,0.1,record,True,0.55,0.9762,0.08796,False
2.0,165,0.05,site,False,,,,
2.0,165,0.05,record,True,0.83,0.7812,0.042095,False
2.0,165,0.1,site,True,0.73,0.8654,0.060287,False
2.0,165,0.1,record,True,0.61,0.94,0.082776,False
2.0,166,0.05,site,False,,,,
2.0,166,0.05,record,True,0.81,0.7815,0.039369,False
2.0,166,0.1,site,True,0.73,0.8534,0.054099,False
2.0,166,0.1,record,True,0.55,0.9711,0.089843,False
2.0,167,0.05,site,False,,,,
2.0,167,0.05,record,True,0.77,0.8257,0.042487,False
2.0,167,0.1,site,True,0.71,0.8726,0.053173,False
2.0,167,0.1,record,True,0.55,0.9722,0.084205,False
2.0,168,0.05,site,False,,,,
2.0,168,0.05,record,True,0.79,0.8066,0.037961,False
2.0,168,0.1,site,True,0.69,0.8862,0.05516,False
2.0,168,0.1,record,True,0.55,0.9726,0.082782,False
2.0,169,0.05,site,False,,,,
2.0,169,0.05,record,True,0.83,0.7985,0.041528,False
2.0,169,0.1,site,True,0.77,0.8494,0.052048,False
2.0,169,0.1,record,True,0.55,0.9757,0.091679,False
2.0,170,0.05,site,False,,,,
2.0,170,0.05,record,True,0.81,0.8048,0.036832,False
2.0,170,0.1,site,True,0.75,0.8558,0.046299,False
2.0,170,0.1,record,True,0.55,0.9739,0.08202,False
2.0,171,0.05,site,False,,,,
2.0,171,0.05,record,True,0.83,0.7871,0.034239,False
2.0,171,0.1,site,True,0.77,0.8408,0.043791,False
2.0,171,0.1,record,True,0.59,0.9534,0.075048,False
2.0,172,0.05,site,False,,,,
2.0,172,0.05,record,True,0.79,0.8325,0.039869,False
2.0,172,0.1,site,True,0.73,0.8763,0.048975,False
2.0,172,0.1,record,True,0.55,0.9754,0.079694,False
2.0,173,0.05,site,False,,,,
2.0,173,0.05,record,True,0.77,0.8325,0.043815,False
2.0,173,0.1,site,True,0.75,0.8484,0.046888,False
2.0,173,0.1,record,True,0.55,0.9728,0.082365,False
2.0,174,0.05,site,False,,,,
2.0,174,0.05,record,True,0.77,0.8394,0.048732,False
2.0,174,0.1,site,True,0.75,0.8541,0.052232,False
2.0,174,0.1,record,True,0.55,0.9738,0.089255,False
2.0,175,0.05,site,False,,,,
2.0,175,0.05,record,True,0.71,0.8653,0.0598,True
2.0,175,0.1,site,True,0.71,0.8653,0.0598,False
2.0,175,0.1,record,True,0.55,0.9705,0.091867,False
2.0,176,0.05,site,False,,,,
2.0,176,0.05,record,True,0.89,0.7426,0.030614,False
2.0,176,0.1,site,True,0.71,0.8968,0.060799,False
2.0,176,0.1,record,True,0.55,0.9776,0.088378,False
2.0,177,0.05,site,False,,,,
2.0,177,0.05,record,True,0.81,0.7837,0.042313,False
2.0,177,0.1,site,True,0.69,0.8836,0.064474,False
2.0,177,0.1,record,True,0.61,0.9352,0.078741,False
2.0,178,0.05,site,False,,,,
2.0,178,0.05,record,True,0.85,0.7811,0.029446,False
2.0,178,0.1,site,True,0.73,0.88,0.047569,False
2.0,178,0.1,record,True,0.59,0.9573,0.068951,False
2.0,179,0.05,site,False,,,,
2.0,179,0.05,record,True,0.81,0.828,0.041259,False
2.0,179,0.1,site,True,0.79,0.8437,0.044772,False
2.0,179,0.1,record,True,0.55,0.9777,0.085121,False
2.0,180,0.05,site,False,,,,
2.0,180,0.05,record,True,0.89,0.6976,0.025761,False
2.0,180,0.1,site,True,0.73,0.8643,0.054744,False
2.0,180,0.1,record,True,0.59,0.9512,0.08061,False
2.0,181,0.05,site,False,,,,
2.0,181,0.05,record,True,0.81,0.7819,0.037337,False
2.0,181,0.1,site,True,0.71,0.8681,0.055189,False
2.0,181,0.1,record,True,0.61,0.9354,0.074315,False
2.0,182,0.05,site,False,,,,
2.0,182,0.05,record,True,0.85,0.7459,0.033005,False
2.0,182,0.1,site,True,0.69,0.885,0.06183,False
2.0,182,0.1,record,True,0.59,0.9481,0.081124,False
2.0,183,0.05,site,False,,,,
2.0,183,0.05,record,True,0.83,0.791,0.037477,False
2.0,183,0.1,site,True,0.75,0.8581,0.051701,False
2.0,183,0.1,record,True,0.55,0.9746,0.085649,False
2.0,184,0.05,site,False,,,,
2.0,184,0.05,record,True,0.87,0.717,0.032135,False
2.0,184,0.1,site,True,0.75,0.842,0.055818,False
2.0,184,0.1,record,True,0.67,0.9003,0.070354,False
2.0,185,0.05,site,False,,,,
2.0,185,0.05,record,True,0.77,0.8305,0.049843,False
2.0,185,0.1,site,True,0.71,0.8764,0.060454,False
2.0,185,0.1,record,True,0.55,0.9719,0.092148,False
2.0,186,0.05,site,False,,,,
2.0,186,0.05,record,True,0.77,0.8387,0.044387,False
2.0,186,0.1,site,True,0.69,0.8954,0.057374,False
2.0,186,0.1,record,True,0.55,0.9744,0.08269,False
